Date;Group;Series;Value
26/06/2008;Swedish Government Bonds;SE GVB 5Y;4.604
27/06/2008;Swedish Government Bonds;SE GVB 5Y;4.572
30/06/2008;Swedish Government Bonds;SE GVB 5Y;4.70
01/07/2008;Swedish Government Bonds;SE GVB 5Y;4.69
02/07/2008;Swedish Government Bonds;SE GVB 5Y;4.72
03/07/2008;Swedish Government Bonds;SE GVB 5Y;4.75
04/07/2008;Swedish Government Bonds;SE GVB 5Y;4.725
07/07/2008;Swedish Government Bonds;SE GVB 5Y;4.67
08/07/2008;Swedish Government Bonds;SE GVB 5Y;4.655
09/07/2008;Swedish Government Bonds;SE GVB 5Y;4.645
10/07/2008;Swedish Government Bonds;SE GVB 5Y;4.625
11/07/2008;Swedish Government Bonds;SE GVB 5Y;4.62
14/07/2008;Swedish Government Bonds;SE GVB 5Y;4.578
15/07/2008;Swedish Government Bonds;SE GVB 5Y;4.525
16/07/2008;Swedish Government Bonds;SE GVB 5Y;4.495
17/07/2008;Swedish Government Bonds;SE GVB 5Y;4.559
18/07/2008;Swedish Government Bonds;SE GVB 5Y;4.625
21/07/2008;Swedish Government Bonds;SE GVB 5Y;4.661
22/07/2008;Swedish Government Bonds;SE GVB 5Y;4.671
23/07/2008;Swedish Government Bonds;SE GVB 5Y;4.699
24/07/2008;Swedish Government Bonds;SE GVB 5Y;4.603
25/07/2008;Swedish Government Bonds;SE GVB 5Y;4.591
28/07/2008;Swedish Government Bonds;SE GVB 5Y;4.56
29/07/2008;Swedish Government Bonds;SE GVB 5Y;4.571
30/07/2008;Swedish Government Bonds;SE GVB 5Y;4.475
31/07/2008;Swedish Government Bonds;SE GVB 5Y;4.378
01/08/2008;Swedish Government Bonds;SE GVB 5Y;4.26
04/08/2008;Swedish Government Bonds;SE GVB 5Y;4.248
05/08/2008;Swedish Government Bonds;SE GVB 5Y;4.239
06/08/2008;Swedish Government Bonds;SE GVB 5Y;4.267
07/08/2008;Swedish Government Bonds;SE GVB 5Y;4.20
08/08/2008;Swedish Government Bonds;SE GVB 5Y;4.204
11/08/2008;Swedish Government Bonds;SE GVB 5Y;4.227
12/08/2008;Swedish Government Bonds;SE GVB 5Y;4.173
13/08/2008;Swedish Government Bonds;SE GVB 5Y;4.159
14/08/2008;Swedish Government Bonds;SE GVB 5Y;4.165
15/08/2008;Swedish Government Bonds;SE GVB 5Y;4.179
18/08/2008;Swedish Government Bonds;SE GVB 5Y;4.165
19/08/2008;Swedish Government Bonds;SE GVB 5Y;4.097
20/08/2008;Swedish Government Bonds;SE GVB 5Y;4.14
21/08/2008;Swedish Government Bonds;SE GVB 5Y;4.218
22/08/2008;Swedish Government Bonds;SE GVB 5Y;4.28
25/08/2008;Swedish Government Bonds;SE GVB 5Y;4.21
26/08/2008;Swedish Government Bonds;SE GVB 5Y;4.143
27/08/2008;Swedish Government Bonds;SE GVB 5Y;4.172
28/08/2008;Swedish Government Bonds;SE GVB 5Y;4.187
29/08/2008;Swedish Government Bonds;SE GVB 5Y;4.185
01/09/2008;Swedish Government Bonds;SE GVB 5Y;4.12
02/09/2008;Swedish Government Bonds;SE GVB 5Y;4.156
03/09/2008;Swedish Government Bonds;SE GVB 5Y;4.065
04/09/2008;Swedish Government Bonds;SE GVB 5Y;4.075
05/09/2008;Swedish Government Bonds;SE GVB 5Y;4.00
08/09/2008;Swedish Government Bonds;SE GVB 5Y;4.071
09/09/2008;Swedish Government Bonds;SE GVB 5Y;3.999
10/09/2008;Swedish Government Bonds;SE GVB 5Y;3.99
11/09/2008;Swedish Government Bonds;SE GVB 5Y;3.981
12/09/2008;Swedish Government Bonds;SE GVB 5Y;4.005
15/09/2008;Swedish Government Bonds;SE GVB 5Y;3.815
16/09/2008;Swedish Government Bonds;SE GVB 5Y;3.695
17/09/2008;Swedish Government Bonds;SE GVB 5Y;3.745
18/09/2008;Swedish Government Bonds;SE GVB 5Y;3.77
19/09/2008;Swedish Government Bonds;SE GVB 5Y;3.965
22/09/2008;Swedish Government Bonds;SE GVB 5Y;4.023
23/09/2008;Swedish Government Bonds;SE GVB 5Y;3.964
24/09/2008;Swedish Government Bonds;SE GVB 5Y;3.882
25/09/2008;Swedish Government Bonds;SE GVB 5Y;3.983
26/09/2008;Swedish Government Bonds;SE GVB 5Y;3.90
29/09/2008;Swedish Government Bonds;SE GVB 5Y;3.74
30/09/2008;Swedish Government Bonds;SE GVB 5Y;3.775
01/10/2008;Swedish Government Bonds;SE GVB 5Y;3.72
02/10/2008;Swedish Government Bonds;SE GVB 5Y;3.665
03/10/2008;Swedish Government Bonds;SE GVB 5Y;3.605
06/10/2008;Swedish Government Bonds;SE GVB 5Y;3.366
07/10/2008;Swedish Government Bonds;SE GVB 5Y;3.44
08/10/2008;Swedish Government Bonds;SE GVB 5Y;3.23
09/10/2008;Swedish Government Bonds;SE GVB 5Y;3.42
10/10/2008;Swedish Government Bonds;SE GVB 5Y;3.451
13/10/2008;Swedish Government Bonds;SE GVB 5Y;3.493
14/10/2008;Swedish Government Bonds;SE GVB 5Y;3.526
15/10/2008;Swedish Government Bonds;SE GVB 5Y;3.50
16/10/2008;Swedish Government Bonds;SE GVB 5Y;3.395
17/10/2008;Swedish Government Bonds;SE GVB 5Y;3.359
20/10/2008;Swedish Government Bonds;SE GVB 5Y;3.388
21/10/2008;Swedish Government Bonds;SE GVB 5Y;3.382
22/10/2008;Swedish Government Bonds;SE GVB 5Y;3.335
23/10/2008;Swedish Government Bonds;SE GVB 5Y;3.161
24/10/2008;Swedish Government Bonds;SE GVB 5Y;3.002
27/10/2008;Swedish Government Bonds;SE GVB 5Y;2.958
28/10/2008;Swedish Government Bonds;SE GVB 5Y;2.97
29/10/2008;Swedish Government Bonds;SE GVB 5Y;3.03
30/10/2008;Swedish Government Bonds;SE GVB 5Y;3.047
31/10/2008;Swedish Government Bonds;SE GVB 5Y;2.993
03/11/2008;Swedish Government Bonds;SE GVB 5Y;3.028
04/11/2008;Swedish Government Bonds;SE GVB 5Y;3.024
05/11/2008;Swedish Government Bonds;SE GVB 5Y;3.045
06/11/2008;Swedish Government Bonds;SE GVB 5Y;3.00
07/11/2008;Swedish Government Bonds;SE GVB 5Y;2.94
10/11/2008;Swedish Government Bonds;SE GVB 5Y;2.925
11/11/2008;Swedish Government Bonds;SE GVB 5Y;2.839
12/11/2008;Swedish Government Bonds;SE GVB 5Y;2.759
13/11/2008;Swedish Government Bonds;SE GVB 5Y;2.751
14/11/2008;Swedish Government Bonds;SE GVB 5Y;2.703
17/11/2008;Swedish Government Bonds;SE GVB 5Y;2.689
18/11/2008;Swedish Government Bonds;SE GVB 5Y;2.709
19/11/2008;Swedish Government Bonds;SE GVB 5Y;2.732
20/11/2008;Swedish Government Bonds;SE GVB 5Y;2.53
21/11/2008;Swedish Government Bonds;SE GVB 5Y;2.536
24/11/2008;Swedish Government Bonds;SE GVB 5Y;2.599
25/11/2008;Swedish Government Bonds;SE GVB 5Y;2.584
26/11/2008;Swedish Government Bonds;SE GVB 5Y;2.489
27/11/2008;Swedish Government Bonds;SE GVB 5Y;2.525
28/11/2008;Swedish Government Bonds;SE GVB 5Y;2.45
01/12/2008;Swedish Government Bonds;SE GVB 5Y;2.335
02/12/2008;Swedish Government Bonds;SE GVB 5Y;2.23
03/12/2008;Swedish Government Bonds;SE GVB 5Y;2.232
04/12/2008;Swedish Government Bonds;SE GVB 5Y;2.108
05/12/2008;Swedish Government Bonds;SE GVB 5Y;2.173
08/12/2008;Swedish Government Bonds;SE GVB 5Y;2.273
09/12/2008;Swedish Government Bonds;SE GVB 5Y;2.418
10/12/2008;Swedish Government Bonds;SE GVB 5Y;2.348
11/12/2008;Swedish Government Bonds;SE GVB 5Y;2.301
12/12/2008;Swedish Government Bonds;SE GVB 5Y;2.267
15/12/2008;Swedish Government Bonds;SE GVB 5Y;2.22
16/12/2008;Swedish Government Bonds;SE GVB 5Y;2.146
17/12/2008;Swedish Government Bonds;SE GVB 5Y;1.905
18/12/2008;Swedish Government Bonds;SE GVB 5Y;1.916
19/12/2008;Swedish Government Bonds;SE GVB 5Y;1.908
22/12/2008;Swedish Government Bonds;SE GVB 5Y;1.874
23/12/2008;Swedish Government Bonds;SE GVB 5Y;1.825
29/12/2008;Swedish Government Bonds;SE GVB 5Y;1.79
30/12/2008;Swedish Government Bonds;SE GVB 5Y;1.785
02/01/2009;Swedish Government Bonds;SE GVB 5Y;2.025
05/01/2009;Swedish Government Bonds;SE GVB 5Y;2.096
07/01/2009;Swedish Government Bonds;SE GVB 5Y;2.16
08/01/2009;Swedish Government Bonds;SE GVB 5Y;2.17
09/01/2009;Swedish Government Bonds;SE GVB 5Y;2.15
12/01/2009;Swedish Government Bonds;SE GVB 5Y;2.155
13/01/2009;Swedish Government Bonds;SE GVB 5Y;2.103
14/01/2009;Swedish Government Bonds;SE GVB 5Y;2.132
15/01/2009;Swedish Government Bonds;SE GVB 5Y;2.096
16/01/2009;Swedish Government Bonds;SE GVB 5Y;2.163
19/01/2009;Swedish Government Bonds;SE GVB 5Y;2.193
20/01/2009;Swedish Government Bonds;SE GVB 5Y;2.195
21/01/2009;Swedish Government Bonds;SE GVB 5Y;2.202
22/01/2009;Swedish Government Bonds;SE GVB 5Y;2.251
23/01/2009;Swedish Government Bonds;SE GVB 5Y;2.305
26/01/2009;Swedish Government Bonds;SE GVB 5Y;2.486
27/01/2009;Swedish Government Bonds;SE GVB 5Y;2.454
28/01/2009;Swedish Government Bonds;SE GVB 5Y;2.438
29/01/2009;Swedish Government Bonds;SE GVB 5Y;2.455
30/01/2009;Swedish Government Bonds;SE GVB 5Y;2.46
02/02/2009;Swedish Government Bonds;SE GVB 5Y;2.40
03/02/2009;Swedish Government Bonds;SE GVB 5Y;2.348
04/02/2009;Swedish Government Bonds;SE GVB 5Y;2.444
05/02/2009;Swedish Government Bonds;SE GVB 5Y;2.335
06/02/2009;Swedish Government Bonds;SE GVB 5Y;2.392
09/02/2009;Swedish Government Bonds;SE GVB 5Y;2.372
10/02/2009;Swedish Government Bonds;SE GVB 5Y;2.278
11/02/2009;Swedish Government Bonds;SE GVB 5Y;2.14
12/02/2009;Swedish Government Bonds;SE GVB 5Y;2.125
13/02/2009;Swedish Government Bonds;SE GVB 5Y;2.204
16/02/2009;Swedish Government Bonds;SE GVB 5Y;2.189
17/02/2009;Swedish Government Bonds;SE GVB 5Y;2.088
18/02/2009;Swedish Government Bonds;SE GVB 5Y;2.06
19/02/2009;Swedish Government Bonds;SE GVB 5Y;2.151
20/02/2009;Swedish Government Bonds;SE GVB 5Y;2.049
23/02/2009;Swedish Government Bonds;SE GVB 5Y;2.027
24/02/2009;Swedish Government Bonds;SE GVB 5Y;1.968
25/02/2009;Swedish Government Bonds;SE GVB 5Y;2.011
26/02/2009;Swedish Government Bonds;SE GVB 5Y;2.13
27/02/2009;Swedish Government Bonds;SE GVB 5Y;2.091
02/03/2009;Swedish Government Bonds;SE GVB 5Y;2.044
03/03/2009;Swedish Government Bonds;SE GVB 5Y;2.075
04/03/2009;Swedish Government Bonds;SE GVB 5Y;2.098
05/03/2009;Swedish Government Bonds;SE GVB 5Y;2.072
06/03/2009;Swedish Government Bonds;SE GVB 5Y;2.012
09/03/2009;Swedish Government Bonds;SE GVB 5Y;2.03
10/03/2009;Swedish Government Bonds;SE GVB 5Y;2.067
11/03/2009;Swedish Government Bonds;SE GVB 5Y;2.162
12/03/2009;Swedish Government Bonds;SE GVB 5Y;2.115
13/03/2009;Swedish Government Bonds;SE GVB 5Y;2.117
16/03/2009;Swedish Government Bonds;SE GVB 5Y;2.113
17/03/2009;Swedish Government Bonds;SE GVB 5Y;2.127
18/03/2009;Swedish Government Bonds;SE GVB 5Y;2.175
19/03/2009;Swedish Government Bonds;SE GVB 5Y;2.137
20/03/2009;Swedish Government Bonds;SE GVB 5Y;2.15
23/03/2009;Swedish Government Bonds;SE GVB 5Y;2.278
24/03/2009;Swedish Government Bonds;SE GVB 5Y;2.351
25/03/2009;Swedish Government Bonds;SE GVB 5Y;2.339
26/03/2009;Swedish Government Bonds;SE GVB 5Y;2.423
27/03/2009;Swedish Government Bonds;SE GVB 5Y;2.361
30/03/2009;Swedish Government Bonds;SE GVB 5Y;2.307
31/03/2009;Swedish Government Bonds;SE GVB 5Y;2.221
01/04/2009;Swedish Government Bonds;SE GVB 5Y;2.262
02/04/2009;Swedish Government Bonds;SE GVB 5Y;2.377
03/04/2009;Swedish Government Bonds;SE GVB 5Y;2.445
06/04/2009;Swedish Government Bonds;SE GVB 5Y;2.497
07/04/2009;Swedish Government Bonds;SE GVB 5Y;2.462
08/04/2009;Swedish Government Bonds;SE GVB 5Y;2.436
09/04/2009;Swedish Government Bonds;SE GVB 5Y;2.433
14/04/2009;Swedish Government Bonds;SE GVB 5Y;2.371
15/04/2009;Swedish Government Bonds;SE GVB 5Y;2.294
16/04/2009;Swedish Government Bonds;SE GVB 5Y;2.30
17/04/2009;Swedish Government Bonds;SE GVB 5Y;2.345
20/04/2009;Swedish Government Bonds;SE GVB 5Y;2.248
21/04/2009;Swedish Government Bonds;SE GVB 5Y;2.246
22/04/2009;Swedish Government Bonds;SE GVB 5Y;2.344
23/04/2009;Swedish Government Bonds;SE GVB 5Y;2.36
24/04/2009;Swedish Government Bonds;SE GVB 5Y;2.425
27/04/2009;Swedish Government Bonds;SE GVB 5Y;2.373
28/04/2009;Swedish Government Bonds;SE GVB 5Y;2.38
29/04/2009;Swedish Government Bonds;SE GVB 5Y;2.401
30/04/2009;Swedish Government Bonds;SE GVB 5Y;2.439
04/05/2009;Swedish Government Bonds;SE GVB 5Y;2.541
05/05/2009;Swedish Government Bonds;SE GVB 5Y;2.547
06/05/2009;Swedish Government Bonds;SE GVB 5Y;2.605
07/05/2009;Swedish Government Bonds;SE GVB 5Y;2.751
08/05/2009;Swedish Government Bonds;SE GVB 5Y;2.707
11/05/2009;Swedish Government Bonds;SE GVB 5Y;2.656
12/05/2009;Swedish Government Bonds;SE GVB 5Y;2.735
13/05/2009;Swedish Government Bonds;SE GVB 5Y;2.725
14/05/2009;Swedish Government Bonds;SE GVB 5Y;2.676
15/05/2009;Swedish Government Bonds;SE GVB 5Y;2.675
18/05/2009;Swedish Government Bonds;SE GVB 5Y;2.679
19/05/2009;Swedish Government Bonds;SE GVB 5Y;2.778
20/05/2009;Swedish Government Bonds;SE GVB 5Y;2.816
22/05/2009;Swedish Government Bonds;SE GVB 5Y;2.857
25/05/2009;Swedish Government Bonds;SE GVB 5Y;2.897
26/05/2009;Swedish Government Bonds;SE GVB 5Y;2.83
27/05/2009;Swedish Government Bonds;SE GVB 5Y;2.857
28/05/2009;Swedish Government Bonds;SE GVB 5Y;2.884
29/05/2009;Swedish Government Bonds;SE GVB 5Y;2.861
01/06/2009;Swedish Government Bonds;SE GVB 5Y;2.889
02/06/2009;Swedish Government Bonds;SE GVB 5Y;2.858
03/06/2009;Swedish Government Bonds;SE GVB 5Y;2.776
04/06/2009;Swedish Government Bonds;SE GVB 5Y;2.815
05/06/2009;Swedish Government Bonds;SE GVB 5Y;2.83
08/06/2009;Swedish Government Bonds;SE GVB 5Y;2.887
09/06/2009;Swedish Government Bonds;SE GVB 5Y;2.882
10/06/2009;Swedish Government Bonds;SE GVB 5Y;2.897
11/06/2009;Swedish Government Bonds;SE GVB 5Y;2.905
12/06/2009;Swedish Government Bonds;SE GVB 5Y;2.796
15/06/2009;Swedish Government Bonds;SE GVB 5Y;2.682
16/06/2009;Swedish Government Bonds;SE GVB 5Y;2.706
17/06/2009;Swedish Government Bonds;SE GVB 5Y;2.683
18/06/2009;Swedish Government Bonds;SE GVB 5Y;2.702
22/06/2009;Swedish Government Bonds;SE GVB 5Y;2.682
23/06/2009;Swedish Government Bonds;SE GVB 5Y;2.693
24/06/2009;Swedish Government Bonds;SE GVB 5Y;2.687
25/06/2009;Swedish Government Bonds;SE GVB 5Y;2.639
26/06/2009;Swedish Government Bonds;SE GVB 5Y;2.628
29/06/2009;Swedish Government Bonds;SE GVB 5Y;2.625
30/06/2009;Swedish Government Bonds;SE GVB 5Y;2.65
01/07/2009;Swedish Government Bonds;SE GVB 5Y;2.691
02/07/2009;Swedish Government Bonds;SE GVB 5Y;2.519
03/07/2009;Swedish Government Bonds;SE GVB 5Y;2.533
06/07/2009;Swedish Government Bonds;SE GVB 5Y;2.523
07/07/2009;Swedish Government Bonds;SE GVB 5Y;2.543
08/07/2009;Swedish Government Bonds;SE GVB 5Y;2.52
09/07/2009;Swedish Government Bonds;SE GVB 5Y;2.528
10/07/2009;Swedish Government Bonds;SE GVB 5Y;2.484
13/07/2009;Swedish Government Bonds;SE GVB 5Y;2.436
14/07/2009;Swedish Government Bonds;SE GVB 5Y;2.484
15/07/2009;Swedish Government Bonds;SE GVB 5Y;2.514
16/07/2009;Swedish Government Bonds;SE GVB 5Y;2.492
17/07/2009;Swedish Government Bonds;SE GVB 5Y;2.52
20/07/2009;Swedish Government Bonds;SE GVB 5Y;2.546
21/07/2009;Swedish Government Bonds;SE GVB 5Y;2.516
22/07/2009;Swedish Government Bonds;SE GVB 5Y;2.518
23/07/2009;Swedish Government Bonds;SE GVB 5Y;2.576
24/07/2009;Swedish Government Bonds;SE GVB 5Y;2.633
27/07/2009;Swedish Government Bonds;SE GVB 5Y;2.675
28/07/2009;Swedish Government Bonds;SE GVB 5Y;2.617
29/07/2009;Swedish Government Bonds;SE GVB 5Y;2.598
30/07/2009;Swedish Government Bonds;SE GVB 5Y;2.678
31/07/2009;Swedish Government Bonds;SE GVB 5Y;2.628
03/08/2009;Swedish Government Bonds;SE GVB 5Y;2.714
04/08/2009;Swedish Government Bonds;SE GVB 5Y;2.763
05/08/2009;Swedish Government Bonds;SE GVB 5Y;2.755
06/08/2009;Swedish Government Bonds;SE GVB 5Y;2.765
07/08/2009;Swedish Government Bonds;SE GVB 5Y;2.845
10/08/2009;Swedish Government Bonds;SE GVB 5Y;2.826
11/08/2009;Swedish Government Bonds;SE GVB 5Y;2.774
12/08/2009;Swedish Government Bonds;SE GVB 5Y;2.817
13/08/2009;Swedish Government Bonds;SE GVB 5Y;2.835
14/08/2009;Swedish Government Bonds;SE GVB 5Y;2.766
17/08/2009;Swedish Government Bonds;SE GVB 5Y;2.755
18/08/2009;Swedish Government Bonds;SE GVB 5Y;2.759
19/08/2009;Swedish Government Bonds;SE GVB 5Y;2.70
20/08/2009;Swedish Government Bonds;SE GVB 5Y;2.695
21/08/2009;Swedish Government Bonds;SE GVB 5Y;2.785
24/08/2009;Swedish Government Bonds;SE GVB 5Y;2.822
25/08/2009;Swedish Government Bonds;SE GVB 5Y;2.755
26/08/2009;Swedish Government Bonds;SE GVB 5Y;2.749
27/08/2009;Swedish Government Bonds;SE GVB 5Y;2.72
28/08/2009;Swedish Government Bonds;SE GVB 5Y;2.738
31/08/2009;Swedish Government Bonds;SE GVB 5Y;2.705
01/09/2009;Swedish Government Bonds;SE GVB 5Y;2.709
02/09/2009;Swedish Government Bonds;SE GVB 5Y;2.673
03/09/2009;Swedish Government Bonds;SE GVB 5Y;2.643
04/09/2009;Swedish Government Bonds;SE GVB 5Y;2.649
07/09/2009;Swedish Government Bonds;SE GVB 5Y;2.613
08/09/2009;Swedish Government Bonds;SE GVB 5Y;2.67
09/09/2009;Swedish Government Bonds;SE GVB 5Y;2.697
10/09/2009;Swedish Government Bonds;SE GVB 5Y;2.659
11/09/2009;Swedish Government Bonds;SE GVB 5Y;2.627
14/09/2009;Swedish Government Bonds;SE GVB 5Y;2.639
15/09/2009;Swedish Government Bonds;SE GVB 5Y;2.665
16/09/2009;Swedish Government Bonds;SE GVB 5Y;2.702
17/09/2009;Swedish Government Bonds;SE GVB 5Y;2.711
18/09/2009;Swedish Government Bonds;SE GVB 5Y;2.715
21/09/2009;Swedish Government Bonds;SE GVB 5Y;2.724
22/09/2009;Swedish Government Bonds;SE GVB 5Y;2.74
23/09/2009;Swedish Government Bonds;SE GVB 5Y;2.754
24/09/2009;Swedish Government Bonds;SE GVB 5Y;2.685
