Date;Group;Series;Value
01/07/1998;Swedish Government Bonds;SE GVB 7Y;4.785
02/07/1998;Swedish Government Bonds;SE GVB 7Y;4.75
03/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
06/07/1998;Swedish Government Bonds;SE GVB 7Y;4.715
07/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
08/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
09/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
10/07/1998;Swedish Government Bonds;SE GVB 7Y;4.715
13/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
14/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
15/07/1998;Swedish Government Bonds;SE GVB 7Y;4.745
16/07/1998;Swedish Government Bonds;SE GVB 7Y;4.75
17/07/1998;Swedish Government Bonds;SE GVB 7Y;4.745
20/07/1998;Swedish Government Bonds;SE GVB 7Y;4.75
21/07/1998;Swedish Government Bonds;SE GVB 7Y;4.725
22/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
23/07/1998;Swedish Government Bonds;SE GVB 7Y;4.735
24/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
27/07/1998;Swedish Government Bonds;SE GVB 7Y;4.73
28/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
29/07/1998;Swedish Government Bonds;SE GVB 7Y;4.725
30/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
31/07/1998;Swedish Government Bonds;SE GVB 7Y;4.74
03/08/1998;Swedish Government Bonds;SE GVB 7Y;4.73
04/08/1998;Swedish Government Bonds;SE GVB 7Y;4.755
05/08/1998;Swedish Government Bonds;SE GVB 7Y;4.73
06/08/1998;Swedish Government Bonds;SE GVB 7Y;4.73
07/08/1998;Swedish Government Bonds;SE GVB 7Y;4.725
10/08/1998;Swedish Government Bonds;SE GVB 7Y;4.73
11/08/1998;Swedish Government Bonds;SE GVB 7Y;4.685
12/08/1998;Swedish Government Bonds;SE GVB 7Y;4.665
13/08/1998;Swedish Government Bonds;SE GVB 7Y;4.645
14/08/1998;Swedish Government Bonds;SE GVB 7Y;4.625
17/08/1998;Swedish Government Bonds;SE GVB 7Y;4.605
18/08/1998;Swedish Government Bonds;SE GVB 7Y;4.61
19/08/1998;Swedish Government Bonds;SE GVB 7Y;4.63
20/08/1998;Swedish Government Bonds;SE GVB 7Y;4.59
21/08/1998;Swedish Government Bonds;SE GVB 7Y;4.55
24/08/1998;Swedish Government Bonds;SE GVB 7Y;4.595
25/08/1998;Swedish Government Bonds;SE GVB 7Y;4.84
26/08/1998;Swedish Government Bonds;SE GVB 7Y;4.79
27/08/1998;Swedish Government Bonds;SE GVB 7Y;4.86
28/08/1998;Swedish Government Bonds;SE GVB 7Y;4.81
31/08/1998;Swedish Government Bonds;SE GVB 7Y;4.72
01/09/1998;Swedish Government Bonds;SE GVB 7Y;4.675
02/09/1998;Swedish Government Bonds;SE GVB 7Y;4.755
03/09/1998;Swedish Government Bonds;SE GVB 7Y;4.785
04/09/1998;Swedish Government Bonds;SE GVB 7Y;4.795
07/09/1998;Swedish Government Bonds;SE GVB 7Y;4.775
08/09/1998;Swedish Government Bonds;SE GVB 7Y;4.755
09/09/1998;Swedish Government Bonds;SE GVB 7Y;4.665
10/09/1998;Swedish Government Bonds;SE GVB 7Y;4.615
11/09/1998;Swedish Government Bonds;SE GVB 7Y;4.535
14/09/1998;Swedish Government Bonds;SE GVB 7Y;4.565
15/09/1998;Swedish Government Bonds;SE GVB 7Y;4.54
16/09/1998;Swedish Government Bonds;SE GVB 7Y;4.575
17/09/1998;Swedish Government Bonds;SE GVB 7Y;4.60
18/09/1998;Swedish Government Bonds;SE GVB 7Y;4.57
21/09/1998;Swedish Government Bonds;SE GVB 7Y;4.72
22/09/1998;Swedish Government Bonds;SE GVB 7Y;4.67
23/09/1998;Swedish Government Bonds;SE GVB 7Y;4.685
24/09/1998;Swedish Government Bonds;SE GVB 7Y;4.685
25/09/1998;Swedish Government Bonds;SE GVB 7Y;4.69
28/09/1998;Swedish Government Bonds;SE GVB 7Y;4.665
29/09/1998;Swedish Government Bonds;SE GVB 7Y;4.635
30/09/1998;Swedish Government Bonds;SE GVB 7Y;4.575
01/10/1998;Swedish Government Bonds;SE GVB 7Y;4.485
02/10/1998;Swedish Government Bonds;SE GVB 7Y;4.425
05/10/1998;Swedish Government Bonds;SE GVB 7Y;4.44
06/10/1998;Swedish Government Bonds;SE GVB 7Y;4.495
07/10/1998;Swedish Government Bonds;SE GVB 7Y;4.506
08/10/1998;Swedish Government Bonds;SE GVB 7Y;4.665
09/10/1998;Swedish Government Bonds;SE GVB 7Y;4.845
12/10/1998;Swedish Government Bonds;SE GVB 7Y;4.82
13/10/1998;Swedish Government Bonds;SE GVB 7Y;4.74
14/10/1998;Swedish Government Bonds;SE GVB 7Y;4.735
15/10/1998;Swedish Government Bonds;SE GVB 7Y;4.685
16/10/1998;Swedish Government Bonds;SE GVB 7Y;4.62
19/10/1998;Swedish Government Bonds;SE GVB 7Y;4.615
20/10/1998;Swedish Government Bonds;SE GVB 7Y;4.63
21/10/1998;Swedish Government Bonds;SE GVB 7Y;4.56
22/10/1998;Swedish Government Bonds;SE GVB 7Y;4.575
23/10/1998;Swedish Government Bonds;SE GVB 7Y;4.57
26/10/1998;Swedish Government Bonds;SE GVB 7Y;4.57
27/10/1998;Swedish Government Bonds;SE GVB 7Y;4.54
28/10/1998;Swedish Government Bonds;SE GVB 7Y;4.526
29/10/1998;Swedish Government Bonds;SE GVB 7Y;4.52
30/10/1998;Swedish Government Bonds;SE GVB 7Y;4.425
02/11/1998;Swedish Government Bonds;SE GVB 7Y;4.395
03/11/1998;Swedish Government Bonds;SE GVB 7Y;4.39
04/11/1998;Swedish Government Bonds;SE GVB 7Y;4.385
05/11/1998;Swedish Government Bonds;SE GVB 7Y;4.39
06/11/1998;Swedish Government Bonds;SE GVB 7Y;4.439
09/11/1998;Swedish Government Bonds;SE GVB 7Y;4.465
10/11/1998;Swedish Government Bonds;SE GVB 7Y;4.45
11/11/1998;Swedish Government Bonds;SE GVB 7Y;4.44
12/11/1998;Swedish Government Bonds;SE GVB 7Y;4.38
13/11/1998;Swedish Government Bonds;SE GVB 7Y;4.36
16/11/1998;Swedish Government Bonds;SE GVB 7Y;4.365
17/11/1998;Swedish Government Bonds;SE GVB 7Y;4.335
18/11/1998;Swedish Government Bonds;SE GVB 7Y;4.285
19/11/1998;Swedish Government Bonds;SE GVB 7Y;4.255
20/11/1998;Swedish Government Bonds;SE GVB 7Y;4.221
23/11/1998;Swedish Government Bonds;SE GVB 7Y;4.18
24/11/1998;Swedish Government Bonds;SE GVB 7Y;4.19
25/11/1998;Swedish Government Bonds;SE GVB 7Y;4.215
26/11/1998;Swedish Government Bonds;SE GVB 7Y;4.175
27/11/1998;Swedish Government Bonds;SE GVB 7Y;4.14
30/11/1998;Swedish Government Bonds;SE GVB 7Y;4.09
01/12/1998;Swedish Government Bonds;SE GVB 7Y;4.04
02/12/1998;Swedish Government Bonds;SE GVB 7Y;4.02
03/12/1998;Swedish Government Bonds;SE GVB 7Y;4.005
04/12/1998;Swedish Government Bonds;SE GVB 7Y;4.035
07/12/1998;Swedish Government Bonds;SE GVB 7Y;4.04
08/12/1998;Swedish Government Bonds;SE GVB 7Y;4.07
09/12/1998;Swedish Government Bonds;SE GVB 7Y;3.99
10/12/1998;Swedish Government Bonds;SE GVB 7Y;3.945
11/12/1998;Swedish Government Bonds;SE GVB 7Y;3.94
14/12/1998;Swedish Government Bonds;SE GVB 7Y;3.915
15/12/1998;Swedish Government Bonds;SE GVB 7Y;3.935
16/12/1998;Swedish Government Bonds;SE GVB 7Y;3.94
17/12/1998;Swedish Government Bonds;SE GVB 7Y;3.95
18/12/1998;Swedish Government Bonds;SE GVB 7Y;3.945
21/12/1998;Swedish Government Bonds;SE GVB 7Y;3.95
22/12/1998;Swedish Government Bonds;SE GVB 7Y;3.995
23/12/1998;Swedish Government Bonds;SE GVB 7Y;3.985
28/12/1998;Swedish Government Bonds;SE GVB 7Y;4.005
29/12/1998;Swedish Government Bonds;SE GVB 7Y;3.99
30/12/1998;Swedish Government Bonds;SE GVB 7Y;3.93
04/01/1999;Swedish Government Bonds;SE GVB 7Y;3.96
05/01/1999;Swedish Government Bonds;SE GVB 7Y;3.905
07/01/1999;Swedish Government Bonds;SE GVB 7Y;3.879
08/01/1999;Swedish Government Bonds;SE GVB 7Y;3.91
11/01/1999;Swedish Government Bonds;SE GVB 7Y;3.98
12/01/1999;Swedish Government Bonds;SE GVB 7Y;3.96
13/01/1999;Swedish Government Bonds;SE GVB 7Y;3.895
14/01/1999;Swedish Government Bonds;SE GVB 7Y;3.895
15/01/1999;Swedish Government Bonds;SE GVB 7Y;3.845
18/01/1999;Swedish Government Bonds;SE GVB 7Y;3.835
19/01/1999;Swedish Government Bonds;SE GVB 7Y;3.867
20/01/1999;Swedish Government Bonds;SE GVB 7Y;3.87
21/01/1999;Swedish Government Bonds;SE GVB 7Y;3.835
22/01/1999;Swedish Government Bonds;SE GVB 7Y;3.795
25/01/1999;Swedish Government Bonds;SE GVB 7Y;3.78
26/01/1999;Swedish Government Bonds;SE GVB 7Y;3.795
27/01/1999;Swedish Government Bonds;SE GVB 7Y;3.81
28/01/1999;Swedish Government Bonds;SE GVB 7Y;3.835
29/01/1999;Swedish Government Bonds;SE GVB 7Y;3.83
01/02/1999;Swedish Government Bonds;SE GVB 7Y;3.839
02/02/1999;Swedish Government Bonds;SE GVB 7Y;3.885
03/02/1999;Swedish Government Bonds;SE GVB 7Y;3.925
04/02/1999;Swedish Government Bonds;SE GVB 7Y;3.99
05/02/1999;Swedish Government Bonds;SE GVB 7Y;3.985
08/02/1999;Swedish Government Bonds;SE GVB 7Y;4.015
09/02/1999;Swedish Government Bonds;SE GVB 7Y;3.98
10/02/1999;Swedish Government Bonds;SE GVB 7Y;3.97
11/02/1999;Swedish Government Bonds;SE GVB 7Y;3.95
12/02/1999;Swedish Government Bonds;SE GVB 7Y;4.01
15/02/1999;Swedish Government Bonds;SE GVB 7Y;4.075
16/02/1999;Swedish Government Bonds;SE GVB 7Y;4.03
17/02/1999;Swedish Government Bonds;SE GVB 7Y;4.05
18/02/1999;Swedish Government Bonds;SE GVB 7Y;4.06
19/02/1999;Swedish Government Bonds;SE GVB 7Y;4.05
22/02/1999;Swedish Government Bonds;SE GVB 7Y;4.04
23/02/1999;Swedish Government Bonds;SE GVB 7Y;4.02
24/02/1999;Swedish Government Bonds;SE GVB 7Y;4.034
25/02/1999;Swedish Government Bonds;SE GVB 7Y;4.117
26/02/1999;Swedish Government Bonds;SE GVB 7Y;4.22
01/03/1999;Swedish Government Bonds;SE GVB 7Y;4.365
02/03/1999;Swedish Government Bonds;SE GVB 7Y;4.315
03/03/1999;Swedish Government Bonds;SE GVB 7Y;4.33
04/03/1999;Swedish Government Bonds;SE GVB 7Y;4.375
05/03/1999;Swedish Government Bonds;SE GVB 7Y;4.225
08/03/1999;Swedish Government Bonds;SE GVB 7Y;4.265
09/03/1999;Swedish Government Bonds;SE GVB 7Y;4.299
10/03/1999;Swedish Government Bonds;SE GVB 7Y;4.355
11/03/1999;Swedish Government Bonds;SE GVB 7Y;4.33
12/03/1999;Swedish Government Bonds;SE GVB 7Y;4.235
15/03/1999;Swedish Government Bonds;SE GVB 7Y;4.26
16/03/1999;Swedish Government Bonds;SE GVB 7Y;4.245
17/03/1999;Swedish Government Bonds;SE GVB 7Y;4.145
18/03/1999;Swedish Government Bonds;SE GVB 7Y;4.16
19/03/1999;Swedish Government Bonds;SE GVB 7Y;4.13
22/03/1999;Swedish Government Bonds;SE GVB 7Y;4.175
23/03/1999;Swedish Government Bonds;SE GVB 7Y;4.25
24/03/1999;Swedish Government Bonds;SE GVB 7Y;4.20
25/03/1999;Swedish Government Bonds;SE GVB 7Y;4.154
26/03/1999;Swedish Government Bonds;SE GVB 7Y;4.25
29/03/1999;Swedish Government Bonds;SE GVB 7Y;4.27
30/03/1999;Swedish Government Bonds;SE GVB 7Y;4.20
31/03/1999;Swedish Government Bonds;SE GVB 7Y;4.145
01/04/1999;Swedish Government Bonds;SE GVB 7Y;4.13
06/04/1999;Swedish Government Bonds;SE GVB 7Y;4.075
07/04/1999;Swedish Government Bonds;SE GVB 7Y;4.00
08/04/1999;Swedish Government Bonds;SE GVB 7Y;3.99
09/04/1999;Swedish Government Bonds;SE GVB 7Y;3.90
12/04/1999;Swedish Government Bonds;SE GVB 7Y;3.98
13/04/1999;Swedish Government Bonds;SE GVB 7Y;3.935
14/04/1999;Swedish Government Bonds;SE GVB 7Y;3.935
15/04/1999;Swedish Government Bonds;SE GVB 7Y;3.955
16/04/1999;Swedish Government Bonds;SE GVB 7Y;3.975
19/04/1999;Swedish Government Bonds;SE GVB 7Y;4.01
20/04/1999;Swedish Government Bonds;SE GVB 7Y;3.965
21/04/1999;Swedish Government Bonds;SE GVB 7Y;3.945
22/04/1999;Swedish Government Bonds;SE GVB 7Y;3.97
23/04/1999;Swedish Government Bonds;SE GVB 7Y;4.00
26/04/1999;Swedish Government Bonds;SE GVB 7Y;4.03
27/04/1999;Swedish Government Bonds;SE GVB 7Y;4.005
28/04/1999;Swedish Government Bonds;SE GVB 7Y;4.055
29/04/1999;Swedish Government Bonds;SE GVB 7Y;4.01
30/04/1999;Swedish Government Bonds;SE GVB 7Y;3.92
03/05/1999;Swedish Government Bonds;SE GVB 7Y;3.995
04/05/1999;Swedish Government Bonds;SE GVB 7Y;4.03
05/05/1999;Swedish Government Bonds;SE GVB 7Y;4.125
06/05/1999;Swedish Government Bonds;SE GVB 7Y;4.245
07/05/1999;Swedish Government Bonds;SE GVB 7Y;4.18
10/05/1999;Swedish Government Bonds;SE GVB 7Y;4.265
11/05/1999;Swedish Government Bonds;SE GVB 7Y;4.215
12/05/1999;Swedish Government Bonds;SE GVB 7Y;4.31
14/05/1999;Swedish Government Bonds;SE GVB 7Y;4.355
17/05/1999;Swedish Government Bonds;SE GVB 7Y;4.36
18/05/1999;Swedish Government Bonds;SE GVB 7Y;4.30
19/05/1999;Swedish Government Bonds;SE GVB 7Y;4.325
20/05/1999;Swedish Government Bonds;SE GVB 7Y;4.305
21/05/1999;Swedish Government Bonds;SE GVB 7Y;4.305
25/05/1999;Swedish Government Bonds;SE GVB 7Y;4.32
26/05/1999;Swedish Government Bonds;SE GVB 7Y;4.28
27/05/1999;Swedish Government Bonds;SE GVB 7Y;4.32
28/05/1999;Swedish Government Bonds;SE GVB 7Y;4.36
31/05/1999;Swedish Government Bonds;SE GVB 7Y;4.385
01/06/1999;Swedish Government Bonds;SE GVB 7Y;4.495
02/06/1999;Swedish Government Bonds;SE GVB 7Y;4.595
03/06/1999;Swedish Government Bonds;SE GVB 7Y;4.505
04/06/1999;Swedish Government Bonds;SE GVB 7Y;4.59
07/06/1999;Swedish Government Bonds;SE GVB 7Y;4.57
08/06/1999;Swedish Government Bonds;SE GVB 7Y;4.52
09/06/1999;Swedish Government Bonds;SE GVB 7Y;4.58
10/06/1999;Swedish Government Bonds;SE GVB 7Y;4.685
11/06/1999;Swedish Government Bonds;SE GVB 7Y;4.69
14/06/1999;Swedish Government Bonds;SE GVB 7Y;4.675
15/06/1999;Swedish Government Bonds;SE GVB 7Y;4.655
16/06/1999;Swedish Government Bonds;SE GVB 7Y;4.62
17/06/1999;Swedish Government Bonds;SE GVB 7Y;4.615
18/06/1999;Swedish Government Bonds;SE GVB 7Y;4.565
21/06/1999;Swedish Government Bonds;SE GVB 7Y;4.615
22/06/1999;Swedish Government Bonds;SE GVB 7Y;4.74
23/06/1999;Swedish Government Bonds;SE GVB 7Y;4.83
24/06/1999;Swedish Government Bonds;SE GVB 7Y;4.89
28/06/1999;Swedish Government Bonds;SE GVB 7Y;4.90
29/06/1999;Swedish Government Bonds;SE GVB 7Y;4.88
30/06/1999;Swedish Government Bonds;SE GVB 7Y;4.875
01/07/1999;Swedish Government Bonds;SE GVB 7Y;4.945
02/07/1999;Swedish Government Bonds;SE GVB 7Y;5.025
05/07/1999;Swedish Government Bonds;SE GVB 7Y;5.045
06/07/1999;Swedish Government Bonds;SE GVB 7Y;5.155
07/07/1999;Swedish Government Bonds;SE GVB 7Y;5.205
08/07/1999;Swedish Government Bonds;SE GVB 7Y;5.355
09/07/1999;Swedish Government Bonds;SE GVB 7Y;5.225
12/07/1999;Swedish Government Bonds;SE GVB 7Y;5.175
13/07/1999;Swedish Government Bonds;SE GVB 7Y;5.06
14/07/1999;Swedish Government Bonds;SE GVB 7Y;5.10
15/07/1999;Swedish Government Bonds;SE GVB 7Y;5.105
16/07/1999;Swedish Government Bonds;SE GVB 7Y;5.17
19/07/1999;Swedish Government Bonds;SE GVB 7Y;5.185
20/07/1999;Swedish Government Bonds;SE GVB 7Y;5.12
21/07/1999;Swedish Government Bonds;SE GVB 7Y;5.01
22/07/1999;Swedish Government Bonds;SE GVB 7Y;4.98
23/07/1999;Swedish Government Bonds;SE GVB 7Y;5.06
26/07/1999;Swedish Government Bonds;SE GVB 7Y;5.10
27/07/1999;Swedish Government Bonds;SE GVB 7Y;5.105
28/07/1999;Swedish Government Bonds;SE GVB 7Y;5.11
29/07/1999;Swedish Government Bonds;SE GVB 7Y;5.18
30/07/1999;Swedish Government Bonds;SE GVB 7Y;5.225
02/08/1999;Swedish Government Bonds;SE GVB 7Y;5.32
03/08/1999;Swedish Government Bonds;SE GVB 7Y;5.325
04/08/1999;Swedish Government Bonds;SE GVB 7Y;5.395
05/08/1999;Swedish Government Bonds;SE GVB 7Y;5.495
06/08/1999;Swedish Government Bonds;SE GVB 7Y;5.595
09/08/1999;Swedish Government Bonds;SE GVB 7Y;5.73
10/08/1999;Swedish Government Bonds;SE GVB 7Y;5.615
11/08/1999;Swedish Government Bonds;SE GVB 7Y;5.525
12/08/1999;Swedish Government Bonds;SE GVB 7Y;5.395
13/08/1999;Swedish Government Bonds;SE GVB 7Y;5.365
16/08/1999;Swedish Government Bonds;SE GVB 7Y;5.415
17/08/1999;Swedish Government Bonds;SE GVB 7Y;5.355
18/08/1999;Swedish Government Bonds;SE GVB 7Y;5.36
19/08/1999;Swedish Government Bonds;SE GVB 7Y;5.32
20/08/1999;Swedish Government Bonds;SE GVB 7Y;5.277
23/08/1999;Swedish Government Bonds;SE GVB 7Y;5.23
24/08/1999;Swedish Government Bonds;SE GVB 7Y;5.275
25/08/1999;Swedish Government Bonds;SE GVB 7Y;5.22
26/08/1999;Swedish Government Bonds;SE GVB 7Y;5.26
27/08/1999;Swedish Government Bonds;SE GVB 7Y;5.315
30/08/1999;Swedish Government Bonds;SE GVB 7Y;5.39
31/08/1999;Swedish Government Bonds;SE GVB 7Y;5.435
01/09/1999;Swedish Government Bonds;SE GVB 7Y;5.53
02/09/1999;Swedish Government Bonds;SE GVB 7Y;5.565
03/09/1999;Swedish Government Bonds;SE GVB 7Y;5.47
06/09/1999;Swedish Government Bonds;SE GVB 7Y;5.46
07/09/1999;Swedish Government Bonds;SE GVB 7Y;5.495
08/09/1999;Swedish Government Bonds;SE GVB 7Y;5.595
09/09/1999;Swedish Government Bonds;SE GVB 7Y;5.655
10/09/1999;Swedish Government Bonds;SE GVB 7Y;5.63
13/09/1999;Swedish Government Bonds;SE GVB 7Y;5.68
14/09/1999;Swedish Government Bonds;SE GVB 7Y;5.68
15/09/1999;Swedish Government Bonds;SE GVB 7Y;5.665
16/09/1999;Swedish Government Bonds;SE GVB 7Y;5.64
17/09/1999;Swedish Government Bonds;SE GVB 7Y;5.575
20/09/1999;Swedish Government Bonds;SE GVB 7Y;5.59
21/09/1999;Swedish Government Bonds;SE GVB 7Y;5.635
22/09/1999;Swedish Government Bonds;SE GVB 7Y;5.63
23/09/1999;Swedish Government Bonds;SE GVB 7Y;5.63
24/09/1999;Swedish Government Bonds;SE GVB 7Y;5.56
27/09/1999;Swedish Government Bonds;SE GVB 7Y;5.565
28/09/1999;Swedish Government Bonds;SE GVB 7Y;5.59
