Date;Group;Series;Value
07/05/2008;Swedish Government Bonds;SE GVB 7Y;4.065
08/05/2008;Swedish Government Bonds;SE GVB 7Y;4.005
09/05/2008;Swedish Government Bonds;SE GVB 7Y;3.97
12/05/2008;Swedish Government Bonds;SE GVB 7Y;3.998
13/05/2008;Swedish Government Bonds;SE GVB 7Y;4.073
14/05/2008;Swedish Government Bonds;SE GVB 7Y;4.105
15/05/2008;Swedish Government Bonds;SE GVB 7Y;4.156
16/05/2008;Swedish Government Bonds;SE GVB 7Y;4.153
19/05/2008;Swedish Government Bonds;SE GVB 7Y;4.156
20/05/2008;Swedish Government Bonds;SE GVB 7Y;4.155
21/05/2008;Swedish Government Bonds;SE GVB 7Y;4.228
22/05/2008;Swedish Government Bonds;SE GVB 7Y;4.345
23/05/2008;Swedish Government Bonds;SE GVB 7Y;4.317
26/05/2008;Swedish Government Bonds;SE GVB 7Y;4.339
27/05/2008;Swedish Government Bonds;SE GVB 7Y;4.383
28/05/2008;Swedish Government Bonds;SE GVB 7Y;4.401
29/05/2008;Swedish Government Bonds;SE GVB 7Y;4.487
30/05/2008;Swedish Government Bonds;SE GVB 7Y;4.412
02/06/2008;Swedish Government Bonds;SE GVB 7Y;4.367
03/06/2008;Swedish Government Bonds;SE GVB 7Y;4.398
04/06/2008;Swedish Government Bonds;SE GVB 7Y;4.363
05/06/2008;Swedish Government Bonds;SE GVB 7Y;4.383
09/06/2008;Swedish Government Bonds;SE GVB 7Y;4.475
10/06/2008;Swedish Government Bonds;SE GVB 7Y;4.485
11/06/2008;Swedish Government Bonds;SE GVB 7Y;4.474
12/06/2008;Swedish Government Bonds;SE GVB 7Y;4.532
13/06/2008;Swedish Government Bonds;SE GVB 7Y;4.591
16/06/2008;Swedish Government Bonds;SE GVB 7Y;4.662
17/06/2008;Swedish Government Bonds;SE GVB 7Y;4.62
18/06/2008;Swedish Government Bonds;SE GVB 7Y;4.579
19/06/2008;Swedish Government Bonds;SE GVB 7Y;4.592
23/06/2008;Swedish Government Bonds;SE GVB 7Y;4.538
24/06/2008;Swedish Government Bonds;SE GVB 7Y;4.542
25/06/2008;Swedish Government Bonds;SE GVB 7Y;4.557
26/06/2008;Swedish Government Bonds;SE GVB 7Y;4.513
27/06/2008;Swedish Government Bonds;SE GVB 7Y;4.489
30/06/2008;Swedish Government Bonds;SE GVB 7Y;4.605
01/07/2008;Swedish Government Bonds;SE GVB 7Y;4.58
02/07/2008;Swedish Government Bonds;SE GVB 7Y;4.64
03/07/2008;Swedish Government Bonds;SE GVB 7Y;4.635
04/07/2008;Swedish Government Bonds;SE GVB 7Y;4.60
07/07/2008;Swedish Government Bonds;SE GVB 7Y;4.52
08/07/2008;Swedish Government Bonds;SE GVB 7Y;4.51
09/07/2008;Swedish Government Bonds;SE GVB 7Y;4.49
10/07/2008;Swedish Government Bonds;SE GVB 7Y;4.46
11/07/2008;Swedish Government Bonds;SE GVB 7Y;4.415
14/07/2008;Swedish Government Bonds;SE GVB 7Y;4.38
15/07/2008;Swedish Government Bonds;SE GVB 7Y;4.315
16/07/2008;Swedish Government Bonds;SE GVB 7Y;4.327
17/07/2008;Swedish Government Bonds;SE GVB 7Y;4.387
18/07/2008;Swedish Government Bonds;SE GVB 7Y;4.479
21/07/2008;Swedish Government Bonds;SE GVB 7Y;4.523
22/07/2008;Swedish Government Bonds;SE GVB 7Y;4.531
23/07/2008;Swedish Government Bonds;SE GVB 7Y;4.568
24/07/2008;Swedish Government Bonds;SE GVB 7Y;4.481
25/07/2008;Swedish Government Bonds;SE GVB 7Y;4.469
28/07/2008;Swedish Government Bonds;SE GVB 7Y;4.439
29/07/2008;Swedish Government Bonds;SE GVB 7Y;4.449
30/07/2008;Swedish Government Bonds;SE GVB 7Y;4.358
31/07/2008;Swedish Government Bonds;SE GVB 7Y;4.269
01/08/2008;Swedish Government Bonds;SE GVB 7Y;4.20
04/08/2008;Swedish Government Bonds;SE GVB 7Y;4.182
05/08/2008;Swedish Government Bonds;SE GVB 7Y;4.179
06/08/2008;Swedish Government Bonds;SE GVB 7Y;4.208
07/08/2008;Swedish Government Bonds;SE GVB 7Y;4.155
08/08/2008;Swedish Government Bonds;SE GVB 7Y;4.146
11/08/2008;Swedish Government Bonds;SE GVB 7Y;4.162
12/08/2008;Swedish Government Bonds;SE GVB 7Y;4.106
13/08/2008;Swedish Government Bonds;SE GVB 7Y;4.103
14/08/2008;Swedish Government Bonds;SE GVB 7Y;4.109
15/08/2008;Swedish Government Bonds;SE GVB 7Y;4.101
18/08/2008;Swedish Government Bonds;SE GVB 7Y;4.082
19/08/2008;Swedish Government Bonds;SE GVB 7Y;4.055
20/08/2008;Swedish Government Bonds;SE GVB 7Y;4.07
21/08/2008;Swedish Government Bonds;SE GVB 7Y;4.129
22/08/2008;Swedish Government Bonds;SE GVB 7Y;4.197
25/08/2008;Swedish Government Bonds;SE GVB 7Y;4.12
26/08/2008;Swedish Government Bonds;SE GVB 7Y;4.071
27/08/2008;Swedish Government Bonds;SE GVB 7Y;4.117
28/08/2008;Swedish Government Bonds;SE GVB 7Y;4.122
29/08/2008;Swedish Government Bonds;SE GVB 7Y;4.10
01/09/2008;Swedish Government Bonds;SE GVB 7Y;4.04
02/09/2008;Swedish Government Bonds;SE GVB 7Y;4.094
03/09/2008;Swedish Government Bonds;SE GVB 7Y;3.985
04/09/2008;Swedish Government Bonds;SE GVB 7Y;3.985
05/09/2008;Swedish Government Bonds;SE GVB 7Y;3.894
08/09/2008;Swedish Government Bonds;SE GVB 7Y;3.938
09/09/2008;Swedish Government Bonds;SE GVB 7Y;3.89
10/09/2008;Swedish Government Bonds;SE GVB 7Y;3.903
11/09/2008;Swedish Government Bonds;SE GVB 7Y;3.877
12/09/2008;Swedish Government Bonds;SE GVB 7Y;3.925
15/09/2008;Swedish Government Bonds;SE GVB 7Y;3.77
16/09/2008;Swedish Government Bonds;SE GVB 7Y;3.66
17/09/2008;Swedish Government Bonds;SE GVB 7Y;3.715
18/09/2008;Swedish Government Bonds;SE GVB 7Y;3.73
19/09/2008;Swedish Government Bonds;SE GVB 7Y;3.935
22/09/2008;Swedish Government Bonds;SE GVB 7Y;4.004
23/09/2008;Swedish Government Bonds;SE GVB 7Y;3.943
24/09/2008;Swedish Government Bonds;SE GVB 7Y;3.892
25/09/2008;Swedish Government Bonds;SE GVB 7Y;3.992
26/09/2008;Swedish Government Bonds;SE GVB 7Y;3.91
29/09/2008;Swedish Government Bonds;SE GVB 7Y;3.765
30/09/2008;Swedish Government Bonds;SE GVB 7Y;3.79
01/10/2008;Swedish Government Bonds;SE GVB 7Y;3.735
02/10/2008;Swedish Government Bonds;SE GVB 7Y;3.707
03/10/2008;Swedish Government Bonds;SE GVB 7Y;3.605
06/10/2008;Swedish Government Bonds;SE GVB 7Y;3.376
07/10/2008;Swedish Government Bonds;SE GVB 7Y;3.42
08/10/2008;Swedish Government Bonds;SE GVB 7Y;3.235
09/10/2008;Swedish Government Bonds;SE GVB 7Y;3.47
10/10/2008;Swedish Government Bonds;SE GVB 7Y;3.55
13/10/2008;Swedish Government Bonds;SE GVB 7Y;3.661
14/10/2008;Swedish Government Bonds;SE GVB 7Y;3.671
15/10/2008;Swedish Government Bonds;SE GVB 7Y;3.671
16/10/2008;Swedish Government Bonds;SE GVB 7Y;3.601
17/10/2008;Swedish Government Bonds;SE GVB 7Y;3.525
20/10/2008;Swedish Government Bonds;SE GVB 7Y;3.578
21/10/2008;Swedish Government Bonds;SE GVB 7Y;3.57
22/10/2008;Swedish Government Bonds;SE GVB 7Y;3.51
23/10/2008;Swedish Government Bonds;SE GVB 7Y;3.383
24/10/2008;Swedish Government Bonds;SE GVB 7Y;3.266
27/10/2008;Swedish Government Bonds;SE GVB 7Y;3.228
28/10/2008;Swedish Government Bonds;SE GVB 7Y;3.237
29/10/2008;Swedish Government Bonds;SE GVB 7Y;3.312
30/10/2008;Swedish Government Bonds;SE GVB 7Y;3.338
31/10/2008;Swedish Government Bonds;SE GVB 7Y;3.301
03/11/2008;Swedish Government Bonds;SE GVB 7Y;3.331
04/11/2008;Swedish Government Bonds;SE GVB 7Y;3.373
05/11/2008;Swedish Government Bonds;SE GVB 7Y;3.398
06/11/2008;Swedish Government Bonds;SE GVB 7Y;3.36
07/11/2008;Swedish Government Bonds;SE GVB 7Y;3.312
10/11/2008;Swedish Government Bonds;SE GVB 7Y;3.295
11/11/2008;Swedish Government Bonds;SE GVB 7Y;3.216
12/11/2008;Swedish Government Bonds;SE GVB 7Y;3.143
13/11/2008;Swedish Government Bonds;SE GVB 7Y;3.128
14/11/2008;Swedish Government Bonds;SE GVB 7Y;3.085
17/11/2008;Swedish Government Bonds;SE GVB 7Y;3.069
18/11/2008;Swedish Government Bonds;SE GVB 7Y;3.075
19/11/2008;Swedish Government Bonds;SE GVB 7Y;3.066
20/11/2008;Swedish Government Bonds;SE GVB 7Y;2.865
21/11/2008;Swedish Government Bonds;SE GVB 7Y;2.864
24/11/2008;Swedish Government Bonds;SE GVB 7Y;2.911
25/11/2008;Swedish Government Bonds;SE GVB 7Y;2.873
26/11/2008;Swedish Government Bonds;SE GVB 7Y;2.756
27/11/2008;Swedish Government Bonds;SE GVB 7Y;2.78
28/11/2008;Swedish Government Bonds;SE GVB 7Y;2.728
01/12/2008;Swedish Government Bonds;SE GVB 7Y;2.605
02/12/2008;Swedish Government Bonds;SE GVB 7Y;2.509
03/12/2008;Swedish Government Bonds;SE GVB 7Y;2.499
04/12/2008;Swedish Government Bonds;SE GVB 7Y;2.385
05/12/2008;Swedish Government Bonds;SE GVB 7Y;2.459
08/12/2008;Swedish Government Bonds;SE GVB 7Y;2.58
09/12/2008;Swedish Government Bonds;SE GVB 7Y;2.74
10/12/2008;Swedish Government Bonds;SE GVB 7Y;2.696
11/12/2008;Swedish Government Bonds;SE GVB 7Y;2.69
12/12/2008;Swedish Government Bonds;SE GVB 7Y;2.68
15/12/2008;Swedish Government Bonds;SE GVB 7Y;2.623
16/12/2008;Swedish Government Bonds;SE GVB 7Y;2.539
17/12/2008;Swedish Government Bonds;SE GVB 7Y;2.292
18/12/2008;Swedish Government Bonds;SE GVB 7Y;2.311
19/12/2008;Swedish Government Bonds;SE GVB 7Y;2.317
22/12/2008;Swedish Government Bonds;SE GVB 7Y;2.285
23/12/2008;Swedish Government Bonds;SE GVB 7Y;2.235
29/12/2008;Swedish Government Bonds;SE GVB 7Y;2.20
30/12/2008;Swedish Government Bonds;SE GVB 7Y;2.21
02/01/2009;Swedish Government Bonds;SE GVB 7Y;2.205
05/01/2009;Swedish Government Bonds;SE GVB 7Y;2.288
07/01/2009;Swedish Government Bonds;SE GVB 7Y;2.355
08/01/2009;Swedish Government Bonds;SE GVB 7Y;2.362
09/01/2009;Swedish Government Bonds;SE GVB 7Y;2.338
12/01/2009;Swedish Government Bonds;SE GVB 7Y;2.342
13/01/2009;Swedish Government Bonds;SE GVB 7Y;2.30
14/01/2009;Swedish Government Bonds;SE GVB 7Y;2.345
15/01/2009;Swedish Government Bonds;SE GVB 7Y;2.308
16/01/2009;Swedish Government Bonds;SE GVB 7Y;2.381
19/01/2009;Swedish Government Bonds;SE GVB 7Y;2.423
20/01/2009;Swedish Government Bonds;SE GVB 7Y;2.441
21/01/2009;Swedish Government Bonds;SE GVB 7Y;2.451
22/01/2009;Swedish Government Bonds;SE GVB 7Y;2.507
23/01/2009;Swedish Government Bonds;SE GVB 7Y;2.575
26/01/2009;Swedish Government Bonds;SE GVB 7Y;2.745
27/01/2009;Swedish Government Bonds;SE GVB 7Y;2.704
28/01/2009;Swedish Government Bonds;SE GVB 7Y;2.675
29/01/2009;Swedish Government Bonds;SE GVB 7Y;2.70
30/01/2009;Swedish Government Bonds;SE GVB 7Y;2.72
02/02/2009;Swedish Government Bonds;SE GVB 7Y;2.67
03/02/2009;Swedish Government Bonds;SE GVB 7Y;2.614
04/02/2009;Swedish Government Bonds;SE GVB 7Y;2.704
05/02/2009;Swedish Government Bonds;SE GVB 7Y;2.605
06/02/2009;Swedish Government Bonds;SE GVB 7Y;2.669
09/02/2009;Swedish Government Bonds;SE GVB 7Y;2.653
10/02/2009;Swedish Government Bonds;SE GVB 7Y;2.561
11/02/2009;Swedish Government Bonds;SE GVB 7Y;2.432
12/02/2009;Swedish Government Bonds;SE GVB 7Y;2.415
13/02/2009;Swedish Government Bonds;SE GVB 7Y;2.503
16/02/2009;Swedish Government Bonds;SE GVB 7Y;2.488
17/02/2009;Swedish Government Bonds;SE GVB 7Y;2.384
18/02/2009;Swedish Government Bonds;SE GVB 7Y;2.345
19/02/2009;Swedish Government Bonds;SE GVB 7Y;2.423
20/02/2009;Swedish Government Bonds;SE GVB 7Y;2.331
23/02/2009;Swedish Government Bonds;SE GVB 7Y;2.307
24/02/2009;Swedish Government Bonds;SE GVB 7Y;2.248
25/02/2009;Swedish Government Bonds;SE GVB 7Y;2.29
26/02/2009;Swedish Government Bonds;SE GVB 7Y;2.408
27/02/2009;Swedish Government Bonds;SE GVB 7Y;2.371
02/03/2009;Swedish Government Bonds;SE GVB 7Y;2.329
03/03/2009;Swedish Government Bonds;SE GVB 7Y;2.36
04/03/2009;Swedish Government Bonds;SE GVB 7Y;2.38
05/03/2009;Swedish Government Bonds;SE GVB 7Y;2.349
06/03/2009;Swedish Government Bonds;SE GVB 7Y;2.302
09/03/2009;Swedish Government Bonds;SE GVB 7Y;2.315
10/03/2009;Swedish Government Bonds;SE GVB 7Y;2.343
11/03/2009;Swedish Government Bonds;SE GVB 7Y;2.418
12/03/2009;Swedish Government Bonds;SE GVB 7Y;2.371
13/03/2009;Swedish Government Bonds;SE GVB 7Y;2.381
16/03/2009;Swedish Government Bonds;SE GVB 7Y;2.385
17/03/2009;Swedish Government Bonds;SE GVB 7Y;2.398
18/03/2009;Swedish Government Bonds;SE GVB 7Y;2.44
19/03/2009;Swedish Government Bonds;SE GVB 7Y;2.38
20/03/2009;Swedish Government Bonds;SE GVB 7Y;2.402
23/03/2009;Swedish Government Bonds;SE GVB 7Y;2.541
24/03/2009;Swedish Government Bonds;SE GVB 7Y;2.62
25/03/2009;Swedish Government Bonds;SE GVB 7Y;2.61
26/03/2009;Swedish Government Bonds;SE GVB 7Y;2.692
27/03/2009;Swedish Government Bonds;SE GVB 7Y;2.643
30/03/2009;Swedish Government Bonds;SE GVB 7Y;2.588
31/03/2009;Swedish Government Bonds;SE GVB 7Y;2.495
01/04/2009;Swedish Government Bonds;SE GVB 7Y;2.537
02/04/2009;Swedish Government Bonds;SE GVB 7Y;2.646
03/04/2009;Swedish Government Bonds;SE GVB 7Y;2.71
06/04/2009;Swedish Government Bonds;SE GVB 7Y;2.768
07/04/2009;Swedish Government Bonds;SE GVB 7Y;2.746
08/04/2009;Swedish Government Bonds;SE GVB 7Y;2.725
09/04/2009;Swedish Government Bonds;SE GVB 7Y;2.728
14/04/2009;Swedish Government Bonds;SE GVB 7Y;2.659
15/04/2009;Swedish Government Bonds;SE GVB 7Y;2.59
16/04/2009;Swedish Government Bonds;SE GVB 7Y;2.593
17/04/2009;Swedish Government Bonds;SE GVB 7Y;2.636
20/04/2009;Swedish Government Bonds;SE GVB 7Y;2.538
21/04/2009;Swedish Government Bonds;SE GVB 7Y;2.523
22/04/2009;Swedish Government Bonds;SE GVB 7Y;2.619
23/04/2009;Swedish Government Bonds;SE GVB 7Y;2.645
24/04/2009;Swedish Government Bonds;SE GVB 7Y;2.71
27/04/2009;Swedish Government Bonds;SE GVB 7Y;2.659
28/04/2009;Swedish Government Bonds;SE GVB 7Y;2.655
29/04/2009;Swedish Government Bonds;SE GVB 7Y;2.673
30/04/2009;Swedish Government Bonds;SE GVB 7Y;2.721
04/05/2009;Swedish Government Bonds;SE GVB 7Y;2.814
05/05/2009;Swedish Government Bonds;SE GVB 7Y;2.826
06/05/2009;Swedish Government Bonds;SE GVB 7Y;2.882
07/05/2009;Swedish Government Bonds;SE GVB 7Y;3.032
08/05/2009;Swedish Government Bonds;SE GVB 7Y;2.993
11/05/2009;Swedish Government Bonds;SE GVB 7Y;2.943
12/05/2009;Swedish Government Bonds;SE GVB 7Y;3.025
13/05/2009;Swedish Government Bonds;SE GVB 7Y;3.025
14/05/2009;Swedish Government Bonds;SE GVB 7Y;2.975
15/05/2009;Swedish Government Bonds;SE GVB 7Y;2.986
18/05/2009;Swedish Government Bonds;SE GVB 7Y;2.99
19/05/2009;Swedish Government Bonds;SE GVB 7Y;3.078
20/05/2009;Swedish Government Bonds;SE GVB 7Y;3.116
22/05/2009;Swedish Government Bonds;SE GVB 7Y;3.177
25/05/2009;Swedish Government Bonds;SE GVB 7Y;3.206
26/05/2009;Swedish Government Bonds;SE GVB 7Y;3.15
27/05/2009;Swedish Government Bonds;SE GVB 7Y;3.182
28/05/2009;Swedish Government Bonds;SE GVB 7Y;3.216
29/05/2009;Swedish Government Bonds;SE GVB 7Y;3.214
01/06/2009;Swedish Government Bonds;SE GVB 7Y;3.248
02/06/2009;Swedish Government Bonds;SE GVB 7Y;3.22
03/06/2009;Swedish Government Bonds;SE GVB 7Y;3.134
04/06/2009;Swedish Government Bonds;SE GVB 7Y;3.17
05/06/2009;Swedish Government Bonds;SE GVB 7Y;3.185
08/06/2009;Swedish Government Bonds;SE GVB 7Y;3.226
09/06/2009;Swedish Government Bonds;SE GVB 7Y;3.211
10/06/2009;Swedish Government Bonds;SE GVB 7Y;3.242
11/06/2009;Swedish Government Bonds;SE GVB 7Y;3.256
12/06/2009;Swedish Government Bonds;SE GVB 7Y;3.132
15/06/2009;Swedish Government Bonds;SE GVB 7Y;3.017
16/06/2009;Swedish Government Bonds;SE GVB 7Y;3.043
17/06/2009;Swedish Government Bonds;SE GVB 7Y;3.019
18/06/2009;Swedish Government Bonds;SE GVB 7Y;3.046
22/06/2009;Swedish Government Bonds;SE GVB 7Y;3.024
23/06/2009;Swedish Government Bonds;SE GVB 7Y;3.038
24/06/2009;Swedish Government Bonds;SE GVB 7Y;3.033
25/06/2009;Swedish Government Bonds;SE GVB 7Y;2.994
26/06/2009;Swedish Government Bonds;SE GVB 7Y;2.98
29/06/2009;Swedish Government Bonds;SE GVB 7Y;2.975
30/06/2009;Swedish Government Bonds;SE GVB 7Y;2.995
01/07/2009;Swedish Government Bonds;SE GVB 7Y;3.029
02/07/2009;Swedish Government Bonds;SE GVB 7Y;2.868
03/07/2009;Swedish Government Bonds;SE GVB 7Y;2.874
06/07/2009;Swedish Government Bonds;SE GVB 7Y;2.863
07/07/2009;Swedish Government Bonds;SE GVB 7Y;2.868
08/07/2009;Swedish Government Bonds;SE GVB 7Y;2.846
09/07/2009;Swedish Government Bonds;SE GVB 7Y;2.861
10/07/2009;Swedish Government Bonds;SE GVB 7Y;2.82
13/07/2009;Swedish Government Bonds;SE GVB 7Y;2.773
14/07/2009;Swedish Government Bonds;SE GVB 7Y;2.828
15/07/2009;Swedish Government Bonds;SE GVB 7Y;2.861
16/07/2009;Swedish Government Bonds;SE GVB 7Y;2.84
17/07/2009;Swedish Government Bonds;SE GVB 7Y;2.87
20/07/2009;Swedish Government Bonds;SE GVB 7Y;2.897
21/07/2009;Swedish Government Bonds;SE GVB 7Y;2.868
22/07/2009;Swedish Government Bonds;SE GVB 7Y;2.869
23/07/2009;Swedish Government Bonds;SE GVB 7Y;2.925
24/07/2009;Swedish Government Bonds;SE GVB 7Y;2.981
27/07/2009;Swedish Government Bonds;SE GVB 7Y;3.025
28/07/2009;Swedish Government Bonds;SE GVB 7Y;2.959
29/07/2009;Swedish Government Bonds;SE GVB 7Y;2.938
30/07/2009;Swedish Government Bonds;SE GVB 7Y;3.01
31/07/2009;Swedish Government Bonds;SE GVB 7Y;2.948
03/08/2009;Swedish Government Bonds;SE GVB 7Y;3.023
04/08/2009;Swedish Government Bonds;SE GVB 7Y;3.063
05/08/2009;Swedish Government Bonds;SE GVB 7Y;3.06
06/08/2009;Swedish Government Bonds;SE GVB 7Y;3.067
07/08/2009;Swedish Government Bonds;SE GVB 7Y;3.15
10/08/2009;Swedish Government Bonds;SE GVB 7Y;3.127
11/08/2009;Swedish Government Bonds;SE GVB 7Y;3.071
12/08/2009;Swedish Government Bonds;SE GVB 7Y;3.107
13/08/2009;Swedish Government Bonds;SE GVB 7Y;3.13
14/08/2009;Swedish Government Bonds;SE GVB 7Y;3.056
17/08/2009;Swedish Government Bonds;SE GVB 7Y;3.04
18/08/2009;Swedish Government Bonds;SE GVB 7Y;3.04
19/08/2009;Swedish Government Bonds;SE GVB 7Y;2.976
20/08/2009;Swedish Government Bonds;SE GVB 7Y;2.973
21/08/2009;Swedish Government Bonds;SE GVB 7Y;3.053
24/08/2009;Swedish Government Bonds;SE GVB 7Y;3.091
25/08/2009;Swedish Government Bonds;SE GVB 7Y;3.029
26/08/2009;Swedish Government Bonds;SE GVB 7Y;3.017
27/08/2009;Swedish Government Bonds;SE GVB 7Y;2.979
28/08/2009;Swedish Government Bonds;SE GVB 7Y;2.998
31/08/2009;Swedish Government Bonds;SE GVB 7Y;2.96
01/09/2009;Swedish Government Bonds;SE GVB 7Y;2.967
02/09/2009;Swedish Government Bonds;SE GVB 7Y;2.936
03/09/2009;Swedish Government Bonds;SE GVB 7Y;2.919
04/09/2009;Swedish Government Bonds;SE GVB 7Y;2.92
07/09/2009;Swedish Government Bonds;SE GVB 7Y;2.893
08/09/2009;Swedish Government Bonds;SE GVB 7Y;2.952
09/09/2009;Swedish Government Bonds;SE GVB 7Y;2.986
10/09/2009;Swedish Government Bonds;SE GVB 7Y;2.952
11/09/2009;Swedish Government Bonds;SE GVB 7Y;2.914
14/09/2009;Swedish Government Bonds;SE GVB 7Y;2.925
15/09/2009;Swedish Government Bonds;SE GVB 7Y;2.962
16/09/2009;Swedish Government Bonds;SE GVB 7Y;3.00
17/09/2009;Swedish Government Bonds;SE GVB 7Y;3.014
18/09/2009;Swedish Government Bonds;SE GVB 7Y;3.025
21/09/2009;Swedish Government Bonds;SE GVB 7Y;3.03
22/09/2009;Swedish Government Bonds;SE GVB 7Y;3.05
23/09/2009;Swedish Government Bonds;SE GVB 7Y;3.052
24/09/2009;Swedish Government Bonds;SE GVB 7Y;2.988
