DMSW20 curncy,1998-7-8,5.385
AUD curncy,1998-8-11,0.5942
AUD20Y curncy,1998-8-11,
ADBS20 curncy,1998-8-11,
CAD curncy,1998-8-11,1.5224
ADSWAP20 curncy,1998-8-11,6.235
CAD20Y curncy,1998-8-11,
CHF curncy,1998-8-11,1.4895
CDBS20 curncy,1998-8-11,
CHF20Y curncy,1998-8-11,
CDSW20 curncy,1998-8-11,
GBP curncy,1998-8-11,1.6303
GBP20Y curncy,1998-8-11,
SFBS20 curncy,1998-8-11,
JPY curncy,1998-8-11,147.26
SFSW20 curncy,1998-8-11,4.14
NOK curncy,1998-8-11,7.621
JPY20Y curncy,1998-8-11,
BPBS20 curncy,1998-8-11,
NZD curncy,1998-8-11,0.5019
NOK20Y curncy,1998-8-11,
BPSW20 curncy,1998-8-11,5.98
SEK curncy,1998-8-11,8.1576
NZD20Y curncy,1998-8-11,
JYBS20 curncy,1998-8-11,
USSWAP20 curncy,1998-8-11,6.13
JYSW20 curncy,1998-8-11,2.44
SEK20Y curncy,1998-8-11,
DEM curncy,1998-8-11,1.7806
NKSW20 curncy,1998-8-11,
NKBS20 curncy,1998-8-11,
NDBS20 curncy,1998-8-11,
NDSWAP20 curncy,1998-8-11,
DMBS20 curncy,1998-8-11,
SKBS20 curncy,1998-8-11,
SKSW20 curncy,1998-8-11,
DMSW20 curncy,1998-8-11,5.22
AUD curncy,1998-9-11,0.5983
AUD20Y curncy,1998-9-11,
CAD curncy,1998-9-11,1.5138
ADSWAP20 curncy,1998-9-11,6.105
ADBS20 curncy,1998-9-11,
CAD20Y curncy,1998-9-11,
CHF curncy,1998-9-11,1.3913
CHF20Y curncy,1998-9-11,
GBP curncy,1998-9-11,1.6728
CDBS20 curncy,1998-9-11,
CDSW20 curncy,1998-9-11,
GBP20Y curncy,1998-9-11,
JPY curncy,1998-9-11,130.95
SFBS20 curncy,1998-9-11,
JPY20Y curncy,1998-9-11,
SFSW20 curncy,1998-9-11,4.12
NOK curncy,1998-9-11,7.5524
NZD curncy,1998-9-11,0.5188
NOK20Y curncy,1998-9-11,
BPBS20 curncy,1998-9-11,
BPSW20 curncy,1998-9-11,6.035
SEK curncy,1998-9-11,7.865
NZD20Y curncy,1998-9-11,
JYBS20 curncy,1998-9-11,
JYSW20 curncy,1998-9-11,2.05
SEK20Y curncy,1998-9-11,
NKBS20 curncy,1998-9-11,
USSWAP20 curncy,1998-9-11,5.925
NKSW20 curncy,1998-9-11,
DEM curncy,1998-9-11,1.6915
NDBS20 curncy,1998-9-11,
NDSWAP20 curncy,1998-9-11,
SKBS20 curncy,1998-9-11,
DMBS20 curncy,1998-9-11,
SKSW20 curncy,1998-9-11,
DMSW20 curncy,1998-9-11,5.07
AUD curncy,1998-10-16,0.6352
AUD20Y curncy,1998-10-16,
ADBS20 curncy,1998-10-16,
ADSWAP20 curncy,1998-10-16,5.985
CAD curncy,1998-10-16,1.545
CAD20Y curncy,1998-10-16,
CDBS20 curncy,1998-10-16,
CDSW20 curncy,1998-10-16,
CHF curncy,1998-10-16,1.3175
CHF20Y curncy,1998-10-16,
GBP curncy,1998-10-16,1.7027
SFBS20 curncy,1998-10-16,
SFSW20 curncy,1998-10-16,4.19
GBP20Y curncy,1998-10-16,
JPY curncy,1998-10-16,115.27
BPBS20 curncy,1998-10-16,
JPY20Y curncy,1998-10-16,
NOK curncy,1998-10-16,7.4609
BPSW20 curncy,1998-10-16,6.015
NZD curncy,1998-10-16,0.5358
NOK20Y curncy,1998-10-16,
JYBS20 curncy,1998-10-16,
NZD20Y curncy,1998-10-16,
SEK curncy,1998-10-16,7.7899
JYSW20 curncy,1998-10-16,1.88
SEK20Y curncy,1998-10-16,
NKBS20 curncy,1998-10-16,
USSWAP20 curncy,1998-10-16,5.725
NKSW20 curncy,1998-10-16,
DEM curncy,1998-10-16,1.6143
NDBS20 curncy,1998-10-16,
NDSWAP20 curncy,1998-10-16,
SKBS20 curncy,1998-10-16,
DMBS20 curncy,1998-10-16,
SKSW20 curncy,1998-10-16,
DMSW20 curncy,1998-10-16,5.045
AUD curncy,1998-11-10,0.6279
AUD20Y curncy,1998-11-10,
ADSWAP20 curncy,1998-11-10,5.885
ADBS20 curncy,1998-11-10,
CAD curncy,1998-11-10,1.544
CAD20Y curncy,1998-11-10,
CHF curncy,1998-11-10,1.3873
CDSW20 curncy,1998-11-10,
CHF20Y curncy,1998-11-10,
CDBS20 curncy,1998-11-10,
GBP curncy,1998-11-10,1.6584
SFSW20 curncy,1998-11-10,4.05
GBP20Y curncy,1998-11-10,
JPY curncy,1998-11-10,122.07
SFBS20 curncy,1998-11-10,
NOK curncy,1998-11-10,7.4686
JPY20Y curncy,1998-11-10,
BPSW20 curncy,1998-11-10,5.805
NZD curncy,1998-11-10,0.5296
BPBS20 curncy,1998-11-10,
NOK20Y curncy,1998-11-10,
JYSW20 curncy,1998-11-10,1.91
SEK curncy,1998-11-10,7.9591
NZD20Y curncy,1998-11-10,
NKSW20 curncy,1998-11-10,
SEK20Y curncy,1998-11-10,
JYBS20 curncy,1998-11-10,
NDSWAP20 curncy,1998-11-10,
USSWAP20 curncy,1998-11-10,5.925
DEM curncy,1998-11-10,1.6864
SKSW20 curncy,1998-11-10,
NKBS20 curncy,1998-11-10,
NDBS20 curncy,1998-11-10,
DMBS20 curncy,1998-11-10,
DMSW20 curncy,1998-11-10,5.135
SKBS20 curncy,1998-11-10,
AUD curncy,1998-12-2,0.6298
AUD20Y curncy,1998-12-2,
ADBS20 curncy,1998-12-2,
ADSWAP20 curncy,1998-12-2,5.605
CAD curncy,1998-12-2,1.532
CAD20Y curncy,1998-12-2,
CHF curncy,1998-12-2,1.3665
CDBS20 curncy,1998-12-2,
CDSW20 curncy,1998-12-2,
CHF20Y curncy,1998-12-2,
GBP curncy,1998-12-2,1.6671
GBP20Y curncy,1998-12-2,
SFBS20 curncy,1998-12-2,
JPY curncy,1998-12-2,119.97
SFSW20 curncy,1998-12-2,3.95
JPY20Y curncy,1998-12-2,
NOK curncy,1998-12-2,7.429
BPBS20 curncy,1998-12-2,
NOK20Y curncy,1998-12-2,
NZD curncy,1998-12-2,0.5265
NZD20Y curncy,1998-12-2,
SEK curncy,1998-12-2,8.061
BPSW20 curncy,1998-12-2,5.445
JYBS20 curncy,1998-12-2,
SEK20Y curncy,1998-12-2,
USSWAP20 curncy,1998-12-2,5.74
JYSW20 curncy,1998-12-2,2.3
NKBS20 curncy,1998-12-2,
DEM curncy,1998-12-2,1.6696
NKSW20 curncy,1998-12-2,
NDBS20 curncy,1998-12-2,
SKBS20 curncy,1998-12-2,
NDSWAP20 curncy,1998-12-2,
DMBS20 curncy,1998-12-2,
SKSW20 curncy,1998-12-2,
DMSW20 curncy,1998-12-2,4.865
AUD20Y curncy,1999-1-6,
AUD curncy,1999-1-6,0.6283
ADSWAP20 curncy,1999-1-6,5.76
CAD curncy,1999-1-6,1.5114
CAD20Y curncy,1999-1-6,
ADBS20 curncy,1999-1-6,
CHF curncy,1999-1-6,1.3925
CHF20Y curncy,1999-1-6,
CDSW20 curncy,1999-1-6,
GBP curncy,1999-1-6,1.6558
GBP20Y curncy,1999-1-6,
CDBS20 curncy,1999-1-6,
SFSW20 curncy,1999-1-6,4
JPY curncy,1999-1-6,112.88
JPY20Y curncy,1999-1-6,
NOK curncy,1999-1-6,7.445
SFBS20 curncy,1999-1-6,
BPSW20 curncy,1999-1-6,5.165
NOK20Y curncy,1999-1-6,
NZD curncy,1999-1-6,0.5378
JYSW20 curncy,1999-1-6,2.895
NZD20Y curncy,1999-1-6,
SEK curncy,1999-1-6,7.94
BPBS20 curncy,1999-1-6,
NKSW20 curncy,1999-1-6,
SEK20Y curncy,1999-1-6,
USSWAP20 curncy,1999-1-6,5.8
JYBS20 curncy,1999-1-6,
NDSWAP20 curncy,1999-1-6,
EUR curncy,1999-1-6,1.1628
SKSW20 curncy,1999-1-6,
EUR20Y curncy,1999-1-6,
NKBS20 curncy,1999-1-6,
NDBS20 curncy,1999-1-6,
EUBS20 curncy,1999-1-6,
EUSA20 curncy,1999-1-6,4.695
SKBS20 curncy,1999-1-6,
AUD curncy,1999-2-4,0.648
AUD20Y curncy,1999-2-4,
ADBS20 curncy,1999-2-4,
ADSWAP20 curncy,1999-2-4,5.93
CAD curncy,1999-2-4,1.4916
CAD20Y curncy,1999-2-4,
CHF curncy,1999-2-4,1.4127
CDSW20 curncy,1999-2-4,
CHF20Y curncy,1999-2-4,
CDBS20 curncy,1999-2-4,
GBP curncy,1999-2-4,1.6448
JPY curncy,1999-2-4,112.07
GBP20Y curncy,1999-2-4,
SFBS20 curncy,1999-2-4,
SFSW20 curncy,1999-2-4,3.99
NOK curncy,1999-2-4,7.6309
JPY20Y curncy,1999-2-4,
BPSW20 curncy,1999-2-4,5.16
NZD curncy,1999-2-4,0.5502
BPBS20 curncy,1999-2-4,
NOK20Y curncy,1999-2-4,
SEK curncy,1999-2-4,7.8255
NZD20Y curncy,1999-2-4,
JYSW20 curncy,1999-2-4,3.08
JYBS20 curncy,1999-2-4,
USSWAP20 curncy,1999-2-4,5.9
SEK20Y curncy,1999-2-4,
NKSW20 curncy,1999-2-4,
EUR curncy,1999-2-4,1.134
NKBS20 curncy,1999-2-4,
EUR20Y curncy,1999-2-4,
