AUD curncy,1998-1-12,0.6421
ADBS1 curncy,1998-1-12,
ADSWAP1 curncy,1998-1-12,4.955
CAD curncy,1998-1-12,1.4344
CHF curncy,1998-1-12,1.4768
CDBS1 curncy,1998-1-12,
CDSW1 curncy,1998-1-12,
GBP curncy,1998-1-12,1.6225
JPY curncy,1998-1-12,132.63
SFBS1 curncy,1998-1-12,
SFSW1 curncy,1998-1-12,1.55
NOK curncy,1998-1-12,7.5273
NZD curncy,1998-1-12,0.5681
BPBS1 curncy,1998-1-12,1.5
BPSW1 curncy,1998-1-12,7.415
SEK curncy,1998-1-12,8.0437
JYBS1 curncy,1998-1-12,-17.5
JYSW1 curncy,1998-1-12,0.665
USSWAP1 curncy,1998-1-12,5.525
NKBS1 curncy,1998-1-12,
NKSW1 curncy,1998-1-12,4.395
DEM curncy,1998-1-12,1.8205
NDBS1 curncy,1998-1-12,
NDSWAP1 curncy,1998-1-12,8.62
SKBS1 curncy,1998-1-12,
SKSW1 curncy,1998-1-12,5.05
DMBS1 curncy,1998-1-12,2.125
DMSW1 curncy,1998-1-12,3.85
AUD curncy,1998-2-12,0.6746
ADBS1 curncy,1998-2-12,
ADSWAP1 curncy,1998-2-12,5.035
CAD curncy,1998-2-12,1.4376
CHF curncy,1998-2-12,1.4538
CDBS1 curncy,1998-2-12,
CDSW1 curncy,1998-2-12,
GBP curncy,1998-2-12,1.6395
JPY curncy,1998-2-12,124.69
SFBS1 curncy,1998-2-12,
SFSW1 curncy,1998-2-12,1.4
NOK curncy,1998-2-12,7.5213
NZD curncy,1998-2-12,0.5828
BPSW1 curncy,1998-2-12,7.485
BPBS1 curncy,1998-2-12,1.5
SEK curncy,1998-2-12,8.0583
JYSW1 curncy,1998-2-12,0.81
JYBS1 curncy,1998-2-12,-18
USSWAP1 curncy,1998-2-12,5.675
DEM curncy,1998-2-12,1.8086
NKBS1 curncy,1998-2-12,
NKSW1 curncy,1998-2-12,4.385
NDBS1 curncy,1998-2-12,
NDSWAP1 curncy,1998-2-12,8.545
DMBS1 curncy,1998-2-12,2
SKSW1 curncy,1998-2-12,5.07
SKBS1 curncy,1998-2-12,
DMSW1 curncy,1998-2-12,3.83
AUD curncy,1998-3-18,0.6619
ADBS1 curncy,1998-3-18,
CAD curncy,1998-3-18,1.4188
ADSWAP1 curncy,1998-3-18,4.89
CHF curncy,1998-3-18,1.4918
CDSW1 curncy,1998-3-18,
CDBS1 curncy,1998-3-18,
GBP curncy,1998-3-18,1.6699
JPY curncy,1998-3-18,130.04
SFSW1 curncy,1998-3-18,1.555
SFBS1 curncy,1998-3-18,
NOK curncy,1998-3-18,7.6135
NZD curncy,1998-3-18,0.5629
BPSW1 curncy,1998-3-18,7.605
BPBS1 curncy,1998-3-18,1.5
SEK curncy,1998-3-18,7.9525
USSWAP1 curncy,1998-3-18,5.775
JYSW1 curncy,1998-3-18,0.6625
DEM curncy,1998-3-18,1.8285
JYBS1 curncy,1998-3-18,-11
NKSW1 curncy,1998-3-18,4.575
DMBS1 curncy,1998-3-18,1.875
NKBS1 curncy,1998-3-18,
NDSWAP1 curncy,1998-3-18,8.785
DMSW1 curncy,1998-3-18,3.85
SKSW1 curncy,1998-3-18,4.91
NDBS1 curncy,1998-3-18,
SKBS1 curncy,1998-3-18,
AUD curncy,1998-4-21,0.6515
ADSWAP1 curncy,1998-4-21,4.97
CAD curncy,1998-4-21,1.4318
ADBS1 curncy,1998-4-21,
CHF curncy,1998-4-21,1.4821
CDSW1 curncy,1998-4-21,
GBP curncy,1998-4-21,1.6737
CDBS1 curncy,1998-4-21,
JPY curncy,1998-4-21,131.3
SFSW1 curncy,1998-4-21,1.8
SFBS1 curncy,1998-4-21,
NOK curncy,1998-4-21,7.427
NZD curncy,1998-4-21,0.5586
BPBS1 curncy,1998-4-21,0.25
BPSW1 curncy,1998-4-21,7.545
USSWAP1 curncy,1998-4-21,5.865
SEK curncy,1998-4-21,7.6623
DEM curncy,1998-4-21,1.7858
JYBS1 curncy,1998-4-21,-10
JYSW1 curncy,1998-4-21,0.665
DMBS1 curncy,1998-4-21,2
NKBS1 curncy,1998-4-21,
NKSW1 curncy,1998-4-21,4.65
DMSW1 curncy,1998-4-21,4
NDSWAP1 curncy,1998-4-21,8.34
NDBS1 curncy,1998-4-21,
SKSW1 curncy,1998-4-21,4.88
SKBS1 curncy,1998-4-21,
AUD curncy,1998-5-13,0.6309
ADSWAP1 curncy,1998-5-13,4.93
CAD curncy,1998-5-13,1.4448
ADBS1 curncy,1998-5-13,
CHF curncy,1998-5-13,1.4806
CDSW1 curncy,1998-5-13,
GBP curncy,1998-5-13,1.6311
CDBS1 curncy,1998-5-13,
JPY curncy,1998-5-13,134.13
SFSW1 curncy,1998-5-13,1.9
NOK curncy,1998-5-13,7.462
NZD curncy,1998-5-13,0.5344
SFBS1 curncy,1998-5-13,
USSWAP1 curncy,1998-5-13,5.885
BPSW1 curncy,1998-5-13,7.475
SEK curncy,1998-5-13,7.6665
DEM curncy,1998-5-13,1.7784
BPBS1 curncy,1998-5-13,0.25
JYSW1 curncy,1998-5-13,0.56
JYBS1 curncy,1998-5-13,-9.5
DMBS1 curncy,1998-5-13,2
NKSW1 curncy,1998-5-13,4.83
NKBS1 curncy,1998-5-13,3
NDSWAP1 curncy,1998-5-13,8.8
DMSW1 curncy,1998-5-13,3.99
NDBS1 curncy,1998-5-13,
SKSW1 curncy,1998-5-13,4.93
SKBS1 curncy,1998-5-13,-2.5
AUD curncy,1998-6-11,0.5859
CAD curncy,1998-6-11,1.4695
ADSWAP1 curncy,1998-6-11,5.78
CHF curncy,1998-6-11,1.496
ADBS1 curncy,1998-6-11,
GBP curncy,1998-6-11,1.6278
CDSW1 curncy,1998-6-11,
JPY curncy,1998-6-11,144.05
CDBS1 curncy,1998-6-11,
NOK curncy,1998-6-11,7.655
SFBS1 curncy,1998-6-11,
SFSW1 curncy,1998-6-11,2.02
NZD curncy,1998-6-11,0.4954
USSWAP1 curncy,1998-6-11,5.845
SEK curncy,1998-6-11,8.0233
BPBS1 curncy,1998-6-11,0.25
BPSW1 curncy,1998-6-11,7.725
DEM curncy,1998-6-11,1.8058
JYSW1 curncy,1998-6-11,0.57
JYBS1 curncy,1998-6-11,-12
DMBS1 curncy,1998-6-11,1.875
NKSW1 curncy,1998-6-11,5.0073
NKBS1 curncy,1998-6-11,3
NDSWAP1 curncy,1998-6-11,9.255
DMSW1 curncy,1998-6-11,3.94
NDBS1 curncy,1998-6-11,
SKSW1 curncy,1998-6-11,4.465
SKBS1 curncy,1998-6-11,-2.5
AUD curncy,1998-7-8,0.618
ADBS1 curncy,1998-7-8,
CAD curncy,1998-7-8,1.4715
ADSWAP1 curncy,1998-7-8,5.325
CHF curncy,1998-7-8,1.5287
GBP curncy,1998-7-8,1.6378
CDBS1 curncy,1998-7-8,
CDSW1 curncy,1998-7-8,
JPY curncy,1998-7-8,139.4
NOK curncy,1998-7-8,7.7323
SFBS1 curncy,1998-7-8,
NZD curncy,1998-7-8,0.5175
SFSW1 curncy,1998-7-8,2.25
USSWAP1 curncy,1998-7-8,5.795
SEK curncy,1998-7-8,8.0663
BPBS1 curncy,1998-7-8,0.25
DEM curncy,1998-7-8,1.8184
BPSW1 curncy,1998-7-8,8.065
JYBS1 curncy,1998-7-8,-16
JYSW1 curncy,1998-7-8,0.633
DMBS1 curncy,1998-7-8,1.75
NKBS1 curncy,1998-7-8,3
NKSW1 curncy,1998-7-8,5.625
DMSW1 curncy,1998-7-8,3.89
NDBS1 curncy,1998-7-8,
NDSWAP1 curncy,1998-7-8,7.92
SKBS1 curncy,1998-7-8,-2.5
SKSW1 curncy,1998-7-8,4.375
AUD curncy,1998-8-11,0.5942
ADBS1 curncy,1998-8-11,
CAD curncy,1998-8-11,1.5224
ADSWAP1 curncy,1998-8-11,5.355
CHF curncy,1998-8-11,1.4895
CDBS1 curncy,1998-8-11,
GBP curncy,1998-8-11,1.6303
JPY curncy,1998-8-11,147.26
CDSW1 curncy,1998-8-11,
NOK curncy,1998-8-11,7.621
SFBS1 curncy,1998-8-11,
USSWAP1 curncy,1998-8-11,5.66
NZD curncy,1998-8-11,0.5019
DEM curncy,1998-8-11,1.7806
SEK curncy,1998-8-11,8.1576
BPBS1 curncy,1998-8-11,1
SFSW1 curncy,1998-8-11,2.04
JYBS1 curncy,1998-8-11,-19
DMBS1 curncy,1998-8-11,1.75
BPSW1 curncy,1998-8-11,7.695
DMSW1 curncy,1998-8-11,3.82
NKBS1 curncy,1998-8-11,3
JYSW1 curncy,1998-8-11,0.653
NKSW1 curncy,1998-8-11,6.02
NDBS1 curncy,1998-8-11,
NDSWAP1 curncy,1998-8-11,7.335
SKBS1 curncy,1998-8-11,-2.5
SKSW1 curncy,1998-8-11,4.415
AUD curncy,1998-9-11,0.5983
ADBS1 curncy,1998-9-11,
CAD curncy,1998-9-11,1.5138
ADSWAP1 curncy,1998-9-11,4.99
CHF curncy,1998-9-11,1.3913
CDBS1 curncy,1998-9-11,
GBP curncy,1998-9-11,1.6728
CDSW1 curncy,1998-9-11,
JPY curncy,1998-9-11,130.95
SFBS1 curncy,1998-9-11,1.5
NOK curncy,1998-9-11,7.5524
SFSW1 curncy,1998-9-11,1.81
USSWAP1 curncy,1998-9-11,5.22
NZD curncy,1998-9-11,0.5188
DEM curncy,1998-9-11,1.6915
BPSW1 curncy,1998-9-11,7.125
SEK curncy,1998-9-11,7.865
BPBS1 curncy,1998-9-11,0.75
JYSW1 curncy,1998-9-11,0.4185
JYBS1 curncy,1998-9-11,-27.5
DMBS1 curncy,1998-9-11,1.05
NKSW1 curncy,1998-9-11,7.235
DMSW1 curncy,1998-9-11,3.59
NKBS1 curncy,1998-9-11,3
NDSWAP1 curncy,1998-9-11,6.045
NDBS1 curncy,1998-9-11,
SKBS1 curncy,1998-9-11,-2.5
SKSW1 curncy,1998-9-11,4.495
AUD curncy,1998-10-16,0.6352
ADBS1 curncy,1998-10-16,
CAD curncy,1998-10-16,1.545
ADSWAP1 curncy,1998-10-16,4.445
CHF curncy,1998-10-16,1.3175
CDBS1 curncy,1998-10-16,
GBP curncy,1998-10-16,1.7027
CDSW1 curncy,1998-10-16,
JPY curncy,1998-10-16,115.27
SFSW1 curncy,1998-10-16,1.38
SFBS1 curncy,1998-10-16,0.5
NOK curncy,1998-10-16,7.4609
NZD curncy,1998-10-16,0.5358
BPBS1 curncy,1998-10-16,1
USSWAP1 curncy,1998-10-16,4.61
BPSW1 curncy,1998-10-16,6.48
SEK curncy,1998-10-16,7.7899
DEM curncy,1998-10-16,1.6143
JYBS1 curncy,1998-10-16,-30.5
JYSW1 curncy,1998-10-16,0.39
DMBS1 curncy,1998-10-16,0.25
NKBS1 curncy,1998-10-16,
NKSW1 curncy,1998-10-16,7.245
NDBS1 curncy,1998-10-16,
DMSW1 curncy,1998-10-16,3.445
NDSWAP1 curncy,1998-10-16,5.25
SKBS1 curncy,1998-10-16,
SKSW1 curncy,1998-10-16,4.405
AUD curncy,1998-11-10,0.6279
ADSWAP1 curncy,1998-11-10,4.75
CAD curncy,1998-11-10,1.544
ADBS1 curncy,1998-11-10,2.5
CHF curncy,1998-11-10,1.3873
CDSW1 curncy,1998-11-10,
GBP curncy,1998-11-10,1.6584
CDBS1 curncy,1998-11-10,
JPY curncy,1998-11-10,122.07
SFSW1 curncy,1998-11-10,1.68
NOK curncy,1998-11-10,7.4686
SFBS1 curncy,1998-11-10,
BPSW1 curncy,1998-11-10,6.38
USSWAP1 curncy,1998-11-10,5.04
NZD curncy,1998-11-10,0.5296
BPBS1 curncy,1998-11-10,-4
DEM curncy,1998-11-10,1.6864
SEK curncy,1998-11-10,7.9591
JYSW1 curncy,1998-11-10,0.375
JYBS1 curncy,1998-11-10,-35
DMBS1 curncy,1998-11-10,
NKSW1 curncy,1998-11-10,6.735
NKBS1 curncy,1998-11-10,
DMSW1 curncy,1998-11-10,3.545
NDSWAP1 curncy,1998-11-10,5.455
NDBS1 curncy,1998-11-10,-6.5
SKSW1 curncy,1998-11-10,4.075
SKBS1 curncy,1998-11-10,
AUD curncy,1998-12-2,0.6298
ADSWAP1 curncy,1998-12-2,4.625
ADBS1 curncy,1998-12-2,5.25
CAD curncy,1998-12-2,1.532
CDSW1 curncy,1998-12-2,
CHF curncy,1998-12-2,1.3665
CDBS1 curncy,1998-12-2,
GBP curncy,1998-12-2,1.6671
SFSW1 curncy,1998-12-2,1.68
JPY curncy,1998-12-2,119.97
USSWAP1 curncy,1998-12-2,5.005
SFBS1 curncy,1998-12-2,-1
NOK curncy,1998-12-2,7.429
BPSW1 curncy,1998-12-2,6.2
DEM curncy,1998-12-2,1.6696
NZD curncy,1998-12-2,0.5265
JYSW1 curncy,1998-12-2,0.4245
BPBS1 curncy,1998-12-2,-3.5
SEK curncy,1998-12-2,8.061
NKSW1 curncy,1998-12-2,7.065
JYBS1 curncy,1998-12-2,-23.5
DMBS1 curncy,1998-12-2,0.5
NDSWAP1 curncy,1998-12-2,4.83
NKBS1 curncy,1998-12-2,
DMSW1 curncy,1998-12-2,3.375
SKSW1 curncy,1998-12-2,3.785
NDBS1 curncy,1998-12-2,
SKBS1 curncy,1998-12-2,-5.5
AUD curncy,1999-1-6,0.6283
CAD curncy,1999-1-6,1.5114
ADSWAP1 curncy,1999-1-6,4.745
ADBS1 curncy,1999-1-6,2.251
CHF curncy,1999-1-6,1.3925
GBP curncy,1999-1-6,1.6558
CDSW1 curncy,1999-1-6,
CDBS1 curncy,1999-1-6,
JPY curncy,1999-1-6,112.88
NOK curncy,1999-1-6,7.445
SFSW1 curncy,1999-1-6,1.68
SFBS1 curncy,1999-1-6,2
USSWAP1 curncy,1999-1-6,5.105
NZD curncy,1999-1-6,0.5378
EUR curncy,1999-1-6,1.1628
BPSW1 curncy,1999-1-6,5.63
SEK curncy,1999-1-6,7.94
BPBS1 curncy,1999-1-6,-3.5
JYSW1 curncy,1999-1-6,0.567
JYBS1 curncy,1999-1-6,-24.5
EUBS1 curncy,1999-1-6,-2
NKSW1 curncy,1999-1-6,6.635
NKBS1 curncy,1999-1-6,
EUSA1 curncy,1999-1-6,3.169
NDSWAP1 curncy,1999-1-6,5.19
NDBS1 curncy,1999-1-6,-10
SKSW1 curncy,1999-1-6,3.595
SKBS1 curncy,1999-1-6,-5.5
AUD curncy,1999-2-4,0.648
ADSWAP1 curncy,1999-2-4,4.89
ADBS1 curncy,1999-2-4,3.25
CAD curncy,1999-2-4,1.4916
CDSW1 curncy,1999-2-4,
CDBS1 curncy,1999-2-4,
CHF curncy,1999-2-4,1.4127
SFSW1 curncy,1999-2-4,1.56
GBP curncy,1999-2-4,1.6448
SFBS1 curncy,1999-2-4,-2
JPY curncy,1999-2-4,112.07
BPSW1 curncy,1999-2-4,5.39
NOK curncy,1999-2-4,7.6309
BPBS1 curncy,1999-2-4,-3
USSWAP1 curncy,1999-2-4,5.15
NZD curncy,1999-2-4,0.5502
EUR curncy,1999-2-4,1.134
JYSW1 curncy,1999-2-4,0.51
SEK curncy,1999-2-4,7.8255
JYBS1 curncy,1999-2-4,-13.5
NKSW1 curncy,1999-2-4,6.1
EUBS1 curncy,1999-2-4,1
