"CubeId";"rendoblid"
"PublishingDate";"2017-07-03 14:30"

"Date";"D0";"Value"
"2015-04-15";"30J";"0.29493509"
"2015-04-15";"10J1";"0.14"
"2015-04-15";"E";"-0.26641529"
"2015-04-15";"K";"-0.02155"
"2015-04-15";"P";"0.04118"
"2015-04-15";"GK";"0.16409"
"2015-04-15";"IKH";"0.54496"
"2015-04-15";"AAA";"0.06231"
"2015-04-15";"AA";"0.06705"
"2015-04-15";"A";"0.42771"
"2015-04-16";"1J";"-0.8333966"
"2015-04-16";"2J";"-0.80233427"
"2015-04-16";"3J";"-0.72996384"
"2015-04-16";"4J";"-0.64020473"
"2015-04-16";"5J";"-0.54652583"
"2015-04-16";"6J";"-0.45612134"
"2015-04-16";"7J";"-0.37247974"
"2015-04-16";"8J";"-0.29695539"
"2015-04-16";"9J";"-0.22972084"
"2015-04-16";"10J0";"-0.17033535"
"2015-04-16";"20J";"0.14943008"
"2015-04-16";"30J";"0.26568021"
"2015-04-16";"10J1";"0.086"
"2015-04-16";"E";"-0.29695539"
"2015-04-16";"K";"-0.05167"
"2015-04-16";"P";"0.00951"
"2015-04-16";"GK";"0.14778"
"2015-04-16";"IKH";"0.51503"
"2015-04-16";"AAA";"0.02686"
"2015-04-16";"AA";"0.03019"
"2015-04-16";"A";"0.38157"
"2015-04-17";"1J";"-0.83937351"
"2015-04-17";"2J";"-0.80773719"
"2015-04-17";"3J";"-0.7325296"
"2015-04-17";"4J";"-0.63908045"
"2015-04-17";"5J";"-0.54167531"
"2015-04-17";"6J";"-0.44793711"
"2015-04-17";"7J";"-0.36153994"
"2015-04-17";"8J";"-0.28387963"
"2015-04-17";"9J";"-0.21509114"
"2015-04-17";"10J0";"-0.15465851"
"2015-04-17";"20J";"0.1634281"
"2015-04-17";"30J";"0.27582787"
"2015-04-17";"10J1";"0.072"
"2015-04-17";"E";"-0.28387963"
"2015-04-17";"K";"-0.04536"
"2015-04-17";"P";"0.01869"
"2015-04-17";"GK";"0.1486"
"2015-04-17";"IKH";"0.52172"
"2015-04-17";"AAA";"0.03407"
"2015-04-17";"AA";"0.03272"
"2015-04-17";"A";"0.37318"
"2015-04-20";"1J";"-0.87507046"
"2015-04-20";"2J";"-0.85032257"
"2015-04-20";"3J";"-0.7727093"
"2015-04-20";"4J";"-0.67406129"
"2015-04-20";"5J";"-0.57152342"
"2015-04-20";"6J";"-0.47375895"
"2015-04-20";"7J";"-0.38463216"
"2015-04-20";"8J";"-0.30537826"
"2015-04-20";"9J";"-0.23586559"
"2015-04-20";"10J0";"-0.17531542"
"2015-04-20";"20J";"0.13762916"
"2015-04-20";"30J";"0.24777772"
"2015-04-20";"10J1";"0.072"
"2015-04-20";"E";"-0.30537826"
"2015-04-20";"K";"-0.05447"
"2015-04-20";"P";"0.0099"
"2015-04-20";"GK";"0.14547"
"2015-04-20";"IKH";"0.51413"
"2015-04-20";"AAA";"0.01539"
"2015-04-20";"AA";"0.01354"
"2015-04-20";"A";"0.37626"
"2015-04-21";"1J";"-0.8831889"
"2015-04-21";"2J";"-0.86167831"
"2015-04-21";"3J";"-0.78449019"
"2015-04-21";"4J";"-0.6848077"
"2015-04-21";"5J";"-0.58061515"
"2015-04-21";"6J";"-0.48106456"
"2015-04-21";"7J";"-0.39027998"
"2015-04-21";"8J";"-0.30961399"
"2015-04-21";"9J";"-0.23896863"
"2015-04-21";"10J0";"-0.17755363"
"2015-04-21";"20J";"0.13670102"
"2015-04-21";"30J";"0.24592035"
"2015-04-21";"10J1";"0.072"
"2015-04-21";"E";"-0.30961399"
"2015-04-21";"K";"-0.05984"
"2015-04-21";"P";"0.00372"
"2015-04-21";"GK";"0.13725"
"2015-04-21";"IKH";"0.50472"
"2015-04-21";"AAA";"-0.03106"
"2015-04-21";"AA";"0.01719"
"2015-04-21";"A";"0.36909"
"2015-04-22";"1J";"-0.89391963"
"2015-04-22";"2J";"-0.87047561"
"2015-04-22";"3J";"-0.78799145"
"2015-04-22";"4J";"-0.68289174"
"2015-04-22";"5J";"-0.57438011"
"2015-04-22";"6J";"-0.47187644"
"2015-04-22";"7J";"-0.37937102"
"2015-04-22";"8J";"-0.29795154"
"2015-04-22";"9J";"-0.22724751"
"2015-04-22";"10J0";"-0.16623686"
"2015-04-22";"20J";"0.14009008"
"2015-04-22";"30J";"0.24526672"
"2015-04-22";"10J1";"0.096"
"2015-04-22";"E";"-0.29795154"
"2015-04-22";"K";"-0.05392"
"2015-04-22";"P";"0.01084"
"2015-04-22";"GK";"0.1471"
"2015-04-22";"IKH";"0.50886"
"2015-04-22";"AAA";"0.01516"
"2015-04-22";"AA";"0.00959"
"2015-04-22";"A";"0.34309"
"2015-04-23";"1J";"-0.89743963"
"2015-04-23";"2J";"-0.8717221"
"2015-04-23";"3J";"-0.78469285"
"2015-04-23";"4J";"-0.67480894"
"2015-04-23";"5J";"-0.562073"
"2015-04-23";"6J";"-0.45612198"
"2015-04-23";"7J";"-0.36091255"
"2015-04-23";"8J";"-0.2774103"
"2015-04-23";"9J";"-0.20510826"
"2015-04-23";"10J0";"-0.14286346"
"2015-04-23";"20J";"0.1683871"
"2015-04-23";"30J";"0.2752219"
"2015-04-23";"10J1";"0.148"
"2015-04-23";"E";"-0.2774103"
"2015-04-23";"K";"-0.03599"
"2015-04-23";"P";"0.02961"
"2015-04-23";"GK";"0.15663"
"2015-04-23";"IKH";"0.53361"
"2015-04-23";"AAA";"-0.00122"
"2015-04-23";"AA";"0.02751"
"2015-04-23";"A";"0.37397"
"2015-04-24";"1J";"-0.89489094"
"2015-04-24";"2J";"-0.86356342"
"2015-04-24";"3J";"-0.767261"
"2015-04-24";"4J";"-0.64740712"
"2015-04-24";"5J";"-0.52550093"
"2015-04-24";"6J";"-0.41181362"
"2015-04-24";"7J";"-0.31045493"
"2015-04-24";"8J";"-0.22229576"
"2015-04-24";"9J";"-0.14662503"
"2015-04-24";"10J0";"-0.08206417"
"2015-04-24";"20J";"0.22961395"
"2015-04-24";"30J";"0.33232271"
"2015-04-24";"10J1";"0.184"
"2015-04-24";"E";"-0.22229576"
"2015-04-24";"K";"0.02734"
"2015-04-24";"P";"0.08595"
"2015-04-24";"GK";"0.22035"
"2015-04-24";"IKH";"0.56693"
"2015-04-24";"AAA";"0.08751"
"2015-04-24";"AA";"0.07427"
"2015-04-24";"A";"0.41529"
"2015-04-27";"1J";"-0.89388449"
"2015-04-27";"2J";"-0.86940674"
"2015-04-27";"3J";"-0.77791182"
"2015-04-27";"4J";"-0.66187775"
"2015-04-27";"5J";"-0.54308114"
"2015-04-27";"6J";"-0.43183461"
"2015-04-27";"7J";"-0.33225899"
"2015-04-27";"8J";"-0.24526591"
"2015-04-27";"9J";"-0.17021787"
"2015-04-27";"10J0";"-0.10582917"
"2015-04-27";"20J";"0.21268835"
"2015-04-27";"30J";"0.32076698"
"2015-04-27";"10J1";"0.15"
"2015-04-27";"E";"-0.24526591"
"2015-04-27";"K";"-0.00005"
"2015-04-27";"P";"0.06683"
"2015-04-27";"GK";"0.19825"
"2015-04-27";"IKH";"0.55168"
"2015-04-27";"AAA";"0.07731"
"2015-04-27";"AA";"0.0592"
"2015-04-27";"A";"0.39676"
"2015-04-28";"1J";"-0.8918589"
"2015-04-28";"2J";"-0.8660556"
"2015-04-28";"3J";"-0.7740394"
"2015-04-28";"4J";"-0.6580537"
"2015-04-28";"5J";"-0.53959791"
"2015-04-28";"6J";"-0.42876743"
"2015-04-28";"7J";"-0.32954518"
"2015-04-28";"8J";"-0.24277211"
"2015-04-28";"9J";"-0.16778753"
"2015-04-28";"10J0";"-0.10331163"
"2015-04-28";"20J";"0.21939123"
"2015-04-28";"30J";"0.33068756"
"2015-04-28";"10J1";"0.167"
"2015-04-28";"E";"-0.24277211"
"2015-04-28";"K";"0.01128"
"2015-04-28";"P";"0.06641"
"2015-04-28";"GK";"0.20036"
"2015-04-28";"IKH";"0.54916"
"2015-04-28";"AAA";"0.08504"
"2015-04-28";"AA";"0.06283"
"2015-04-28";"A";"0.42423"
"2015-04-29";"1J";"-0.86179673"
"2015-04-29";"2J";"-0.82880825"
"2015-04-29";"3J";"-0.73726457"
"2015-04-29";"4J";"-0.62368337"
"2015-04-29";"5J";"-0.50737866"
"2015-04-29";"6J";"-0.39783903"
"2015-04-29";"7J";"-0.29907215"
"2015-04-29";"8J";"-0.21214094"
"2015-04-29";"9J";"-0.13662187"
"2015-04-29";"10J0";"-0.07142448"
"2015-04-29";"20J";"0.2562276"
"2015-04-29";"30J";"0.36862275"
"2015-04-29";"10J1";"0.234"
"2015-04-29";"E";"-0.21214094"
"2015-04-29";"K";"0.04462"
"2015-04-29";"P";"0.10051"
"2015-04-29";"GK";"0.24186"
"2015-04-29";"IKH";"0.57216"
"2015-04-29";"AAA";"0.11345"
"2015-04-29";"AA";"0.10787"
"2015-04-29";"A";"0.46099"
"2015-04-30";"1J";"-0.82939553"
"2015-04-30";"2J";"-0.77380154"
"2015-04-30";"3J";"-0.66669113"
"2015-04-30";"4J";"-0.54191391"
"2015-04-30";"5J";"-0.41725837"
"2015-04-30";"6J";"-0.30131586"
"2015-04-30";"7J";"-0.19754459"
"2015-04-30";"8J";"-0.10665323"
"2015-04-30";"9J";"-0.02797651"
"2015-04-30";"10J0";"0.03975019"
"2015-04-30";"20J";"0.37687241"
"2015-04-30";"30J";"0.49105241"
"2015-04-30";"10J1";"0.355"
"2015-04-30";"E";"-0.10665323"
"2015-04-30";"K";"0.12662"
"2015-04-30";"P";"0.18906"
"2015-04-30";"GK";"0.32419"
"2015-04-30";"IKH";"0.65108"
"2015-04-30";"AAA";"0.20746"
"2015-04-30";"AA";"0.17037"
"2015-04-30";"A";"0.53812"
"2015-05-01";"1J";
"2015-05-01";"2J";
"2015-05-01";"3J";
"2015-05-01";"4J";
"2015-05-01";"5J";
"2015-05-01";"6J";
"2015-05-01";"7J";
"2015-05-01";"8J";
"2015-05-01";"9J";
"2015-05-01";"10J0";
"2015-05-01";"20J";
"2015-05-01";"30J";
"2015-05-01";"10J1";
"2015-05-01";"E";
"2015-05-01";"K";
"2015-05-01";"P";
"2015-05-01";"GK";
"2015-05-01";"IKH";
"2015-05-01";"AAA";
"2015-05-01";"AA";
"2015-05-01";"A";
"2015-05-04";"1J";"-0.83002427"
"2015-05-04";"2J";"-0.7832505"
"2015-05-04";"3J";"-0.68422235"
"2015-05-04";"4J";"-0.56456468"
"2015-05-04";"5J";"-0.44192415"
"2015-05-04";"6J";"-0.32552755"
"2015-05-04";"7J";"-0.21963349"
"2015-05-04";"8J";"-0.12566069"
"2015-05-04";"9J";"-0.04348365"
"2015-05-04";"10J0";"0.02779328"
"2015-05-04";"20J";"0.38478954"
"2015-05-04";"30J";"0.50348401"
"2015-05-04";"10J1";"0.398"
"2015-05-04";"E";"-0.12566069"
"2015-05-04";"K";"0.10207"
"2015-05-04";"P";"0.17747"
"2015-05-04";"GK";"0.31031"
"2015-05-04";"IKH";"0.63396"
"2015-05-04";"AAA";"0.21231"
"2015-05-04";"AA";"0.172"
"2015-05-04";"A";"0.5396"
"2015-05-05";"1J";"-0.83314364"
"2015-05-05";"2J";"-0.78223407"
"2015-05-05";"3J";"-0.67808476"
"2015-05-05";"4J";"-0.55448627"
"2015-05-05";"5J";"-0.42945763"
"2015-05-05";"6J";"-0.31192863"
"2015-05-05";"7J";"-0.20570469"
"2015-05-05";"8J";"-0.11180209"
"2015-05-05";"9J";"-0.02980524"
"2015-05-05";"10J0";"0.04136057"
"2015-05-05";"20J";"0.40469924"
"2015-05-05";"30J";"0.53040352"
"2015-05-05";"10J1";"0.436"
"2015-05-05";"E";"-0.11180209"
"2015-05-05";"K";"0.12024"
"2015-05-05";"P";"0.19038"
"2015-05-05";"GK";"0.3196"
"2015-05-05";"IKH";"0.71611"
"2015-05-05";"AAA";"0.22156"
"2015-05-05";"AA";"0.19061"
"2015-05-05";"A";"0.57487"
"2015-05-06";"1J";"-0.8226964"
"2015-05-06";"2J";"-0.76498732"
"2015-05-06";"3J";"-0.65412088"
"2015-05-06";"4J";"-0.5230245"
"2015-05-06";"5J";"-0.38992076"
"2015-05-06";"6J";"-0.26424193"
"2015-05-06";"7J";"-0.15026841"
"2015-05-06";"8J";"-0.04935388"
"2015-05-06";"9J";"0.03872938"
"2015-05-06";"10J0";"0.11499141"
"2015-05-06";"20J";"0.49218908"
"2015-05-06";"30J";"0.61300292"
"2015-05-06";"10J1";"0.536"
"2015-05-06";"E";"-0.04935388"
"2015-05-06";"K";"0.18024"
"2015-05-06";"P";"0.24854"
"2015-05-06";"GK";"0.3777"
"2015-05-06";"IKH";"0.75348"
"2015-05-06";"AAA";"0.26984"
"2015-05-06";"AA";"0.24993"
"2015-05-06";"A";"0.62551"
"2015-05-07";"1J";"-0.80734668"
"2015-05-07";"2J";"-0.7375973"
"2015-05-07";"3J";"-0.61599686"
"2015-05-07";"4J";"-0.47643378"
"2015-05-07";"5J";"-0.33714596"
"2015-05-07";"6J";"-0.20720269"
"2015-05-07";"7J";"-0.09042481"
"2015-05-07";"8J";"0.01226236"
"2015-05-07";"9J";"0.10143634"
"2015-05-07";"10J0";"0.17837044"
"2015-05-07";"20J";"0.55960239"
"2015-05-07";"30J";"0.68528933"
"2015-05-07";"10J1";"0.783"
"2015-05-07";"E";"0.01226236"
"2015-05-07";"K";"0.2542"
"2015-05-07";"P";"0.31041"
"2015-05-07";"GK";"0.43464"
"2015-05-07";"IKH";"0.80894"
"2015-05-07";"AAA";"0.34007"
"2015-05-07";"AA";"0.31666"
"2015-05-07";"A";"0.69768"
"2015-05-08";"1J";"-0.7879781"
"2015-05-08";"2J";"-0.72216835"
"2015-05-08";"3J";"-0.61320995"
"2015-05-08";"4J";"-0.48791437"
"2015-05-08";"5J";"-0.36143375"
"2015-05-08";"6J";"-0.24178815"
"2015-05-08";"7J";"-0.13272081"
"2015-05-08";"8J";"-0.03548665"
"2015-05-08";"9J";"0.05004042"
"2015-05-08";"10J0";"0.12469373"
"2015-05-08";"20J";"0.50708805"
"2015-05-08";"30J";"0.63667139"
"2015-05-08";"10J1";"0.592"
"2015-05-08";"E";"-0.03548665"
"2015-05-08";"K";"0.19255"
"2015-05-08";"P";"0.2572"
"2015-05-08";"GK";"0.37171"
"2015-05-08";"IKH";"0.75501"
"2015-05-08";"AAA";"0.27959"
"2015-05-08";"AA";"0.25908"
"2015-05-08";"A";"0.64007"
"2015-05-11";"1J";"-0.80731609"
"2015-05-11";"2J";"-0.75210496"
"2015-05-11";"3J";"-0.64865039"
"2015-05-11";"4J";"-0.52591956"
"2015-05-11";"5J";"-0.40033452"
"2015-05-11";"6J";"-0.28065815"
"2015-05-11";"7J";"-0.17106406"
"2015-05-11";"8J";"-0.07305368"
"2015-05-11";"9J";"0.01335993"
"2015-05-11";"10J0";"0.08893293"
"2015-05-11";"20J";"0.47858298"
"2015-05-11";"30J";"0.61192813"
"2015-05-11";"10J1";"0.604"
"2015-05-11";"E";"-0.07305368"
"2015-05-11";"K";"0.17603"
"2015-05-11";"P";"0.22972"
"2015-05-11";"GK";"0.34961"
"2015-05-11";"IKH";"0.7414"
"2015-05-11";"AAA";"0.24743"
"2015-05-11";"AA";"0.24585"
"2015-05-11";"A";"0.61324"
"2015-05-12";"1J";"-0.80941962"
"2015-05-12";"2J";"-0.75211072"
"2015-05-12";"3J";"-0.64457874"
"2015-05-12";"4J";"-0.51714685"
"2015-05-12";"5J";"-0.38702108"
"2015-05-12";"6J";"-0.26337636"
"2015-05-12";"7J";"-0.1505632"
"2015-05-12";"8J";"-0.05011738"
"2015-05-12";"9J";"0.03799454"
"2015-05-12";"10J0";"0.11461599"
"2015-05-12";"20J";"0.49833324"
"2015-05-12";"30J";"0.6231941"
"2015-05-12";"10J1";"0.735"
"2015-05-12";"E";"-0.05011738"
"2015-05-12";"K";"0.18776"
"2015-05-12";"P";"0.2431"
"2015-05-12";"GK";"0.35187"
"2015-05-12";"IKH";"0.74109"
"2015-05-12";"AAA";"0.26669"
"2015-05-12";"AA";"0.23437"
"2015-05-12";"A";"0.6298"
"2015-05-13";"1J";"-0.79719205"
"2015-05-13";"2J";"-0.7422322"
"2015-05-13";"3J";"-0.64264422"
"2015-05-13";"4J";"-0.52418919"
"2015-05-13";"5J";"-0.40197722"
"2015-05-13";"6J";"-0.28441736"
"2015-05-13";"7J";"-0.17577051"
"2015-05-13";"8J";"-0.0777913"
"2015-05-13";"9J";"0.00922552"
"2015-05-13";"10J0";"0.08578732"
"2015-05-13";"20J";"0.48400857"
"2015-05-13";"30J";"0.61831806"
"2015-05-13";"10J1";"0.682"
"2015-05-13";"E";"-0.0777913"
"2015-05-13";"K";"0.15964"
"2015-05-13";"P";"0.21904"
"2015-05-13";"GK";"0.33529"
"2015-05-13";"IKH";"0.71955"
"2015-05-13";"AAA";"0.25581"
"2015-05-13";"AA";"0.21571"
"2015-05-13";"A";"0.60165"
"2015-05-14";"1J";
"2015-05-14";"2J";
"2015-05-14";"3J";
"2015-05-14";"4J";
"2015-05-14";"5J";
"2015-05-14";"6J";
"2015-05-14";"7J";
"2015-05-14";"8J";
"2015-05-14";"9J";
"2015-05-14";"10J0";
"2015-05-14";"20J";
"2015-05-14";"30J";
"2015-05-14";"10J1";"0.767"
"2015-05-14";"E";
"2015-05-14";"K";
"2015-05-14";"P";
"2015-05-14";"GK";
"2015-05-14";"IKH";
"2015-05-14";"AAA";
"2015-05-14";"AA";
"2015-05-14";"A";
"2015-05-15";"1J";"-0.80248532"
"2015-05-15";"2J";"-0.7463011"
"2015-05-15";"3J";"-0.64407768"
"2015-05-15";"4J";"-0.52305701"
"2015-05-15";"5J";"-0.39894871"
"2015-05-15";"6J";"-0.2803073"
"2015-05-15";"7J";"-0.1713257"
"2015-05-15";"8J";"-0.07360828"
"2015-05-15";"9J";"0.01271541"
"2015-05-15";"10J0";"0.08830154"
"2015-05-15";"20J";"0.47632477"
"2015-05-15";"30J";"0.60630323"
"2015-05-15";"10J1";"0.672"
"2015-05-15";"E";"-0.07360828"
"2015-05-15";"K";"0.1605"
"2015-05-15";"P";"0.21876"
"2015-05-15";"GK";"0.32337"
"2015-05-15";"IKH";"0.71574"
"2015-05-15";"AAA";"0.25677"
"2015-05-15";"AA";"0.22488"
"2015-05-15";"A";"0.60354"
"2015-05-18";"1J";"-0.81429884"
"2015-05-18";"2J";"-0.76461547"
"2015-05-18";"3J";"-0.66635211"
"2015-05-18";"4J";"-0.54778645"
"2015-05-18";"5J";"-0.42523179"
"2015-05-18";"6J";"-0.30759363"
"2015-05-18";"7J";"-0.19926912"
"2015-05-18";"8J";"-0.10198231"
"2015-05-18";"9J";"-0.01593423"
"2015-05-18";"10J0";"0.05948714"
"2015-05-18";"20J";"0.44825348"
"2015-05-18";"30J";"0.57949269"
"2015-05-18";"10J1";"0.672"
"2015-05-18";"E";"-0.10198231"
"2015-05-18";"K";"0.1378"
"2015-05-18";"P";"0.19648"
"2015-05-18";"GK";"0.30443"
"2015-05-18";"IKH";"0.69655"
"2015-05-18";"AAA";"0.2378"
"2015-05-18";"AA";"0.20258"
"2015-05-18";"A";"0.60609"
"2015-05-19";"1J";"-0.79302327"
"2015-05-19";"2J";"-0.75065457"
"2015-05-19";"3J";"-0.67035986"
"2015-05-19";"4J";"-0.57127138"
"2015-05-19";"5J";"-0.46553435"
"2015-05-19";"6J";"-0.36059984"
"2015-05-19";"7J";"-0.26079781"
"2015-05-19";"8J";"-0.1684141"
"2015-05-19";"9J";"-0.08442412"
"2015-05-19";"10J0";"-0.00898873"
"2015-05-19";"20J";"0.40241222"
"2015-05-19";"30J";"0.53937881"
"2015-05-19";"10J1";"0.607"
"2015-05-19";"E";"-0.1684141"
"2015-05-19";"K";"0.08156"
"2015-05-19";"P";"0.14425"
"2015-05-19";"GK";"0.27515"
"2015-05-19";"IKH";"0.64748"
"2015-05-19";"AAA";"0.18709"
"2015-05-19";"AA";"0.14675"
"2015-05-19";"A";"0.54843"
"2015-05-20";"1J";"-0.81867973"
"2015-05-20";"2J";"-0.77986756"
"2015-05-20";"3J";"-0.69368355"
"2015-05-20";"4J";"-0.58595216"
"2015-05-20";"5J";"-0.472069"
"2015-05-20";"6J";"-0.36081116"
"2015-05-20";"7J";"-0.25681396"
"2015-05-20";"8J";"-0.16217473"
"2015-05-20";"9J";"-0.07748331"
"2015-05-20";"10J0";"-0.00247632"
"2015-05-20";"20J";"0.3953813"
"2015-05-20";"30J";"0.53222187"
"2015-05-20";"10J1";"0.643"
"2015-05-20";"E";"-0.16217473"
"2015-05-20";"K";"0.09282"
"2015-05-20";"P";"0.14607"
"2015-05-20";"GK";"0.27238"
"2015-05-20";"IKH";"0.63526"
"2015-05-20";"AAA";"0.17936"
"2015-05-20";"AA";"0.15627"
"2015-05-20";"A";"0.5531"
"2015-05-21";"1J";"-0.80744436"
"2015-05-21";"2J";"-0.76403363"
"2015-05-21";"3J";"-0.67637007"
"2015-05-21";"4J";"-0.56876798"
"2015-05-21";"5J";"-0.45573776"
"2015-05-21";"6J";"-0.34555663"
"2015-05-21";"7J";"-0.24259446"
"2015-05-21";"8J";"-0.14882282"
"2015-05-21";"9J";"-0.06478621"
"2015-05-21";"10J0";"0.00978002"
"2015-05-21";"20J";"0.40935185"
"2015-05-21";"30J";"0.54912478"
"2015-05-21";"10J1";"0.668"
"2015-05-21";"E";"-0.14882282"
"2015-05-21";"K";"0.11432"
"2015-05-21";"P";"0.17132"
"2015-05-21";"GK";"0.29463"
"2015-05-21";"IKH";"0.62652"
"2015-05-21";"AAA";"0.20943"
"2015-05-21";"AA";"0.17781"
"2015-05-21";"A";"0.56283"
"2015-05-22";"1J";"-0.82127417"
"2015-05-22";"2J";"-0.78476551"
"2015-05-22";"3J";"-0.6988264"
"2015-05-22";"4J";"-0.58943276"
"2015-05-22";"5J";"-0.47248229"
"2015-05-22";"6J";"-0.35731662"
"2015-05-22";"7J";"-0.2490666"
"2015-05-22";"8J";"-0.15020953"
"2015-05-22";"9J";"-0.06159616"
"2015-05-22";"10J0";"0.01687914"
"2015-05-22";"20J";"0.42465548"
"2015-05-22";"30J";"0.55556853"
"2015-05-22";"10J1";"0.652"
"2015-05-22";"E";"-0.15020953"
"2015-05-22";"K";"0.11021"
"2015-05-22";"P";"0.1691"
"2015-05-22";"GK";"0.28773"
"2015-05-22";"IKH";"0.63872"
"2015-05-22";"AAA";"0.20893"
"2015-05-22";"AA";"0.1777"
"2015-05-22";"A";"0.56313"
"2015-05-25";"1J";
"2015-05-25";"2J";
"2015-05-25";"3J";
"2015-05-25";"4J";
"2015-05-25";"5J";
"2015-05-25";"6J";
"2015-05-25";"7J";
"2015-05-25";"8J";
"2015-05-25";"9J";
"2015-05-25";"10J0";
"2015-05-25";"20J";
"2015-05-25";"30J";
"2015-05-25";"10J1";
"2015-05-25";"E";
"2015-05-25";"K";
"2015-05-25";"P";
"2015-05-25";"GK";
"2015-05-25";"IKH";
"2015-05-25";"AAA";
"2015-05-25";"AA";
"2015-05-25";"A";
"2015-05-26";"1J";"-0.83641684"
"2015-05-26";"2J";"-0.8078239"
"2015-05-26";"3J";"-0.72644864"
"2015-05-26";"4J";"-0.61947506"
"2015-05-26";"5J";"-0.5035814"
"2015-05-26";"6J";"-0.38861408"
"2015-05-26";"7J";"-0.28003035"
"2015-05-26";"8J";"-0.18051832"
"2015-05-26";"9J";"-0.09106461"
"2015-05-26";"10J0";"-0.01165096"
"2015-05-26";"20J";"0.40478585"
"2015-05-26";"30J";"0.5406778"
"2015-05-26";"10J1";"0.594"
"2015-05-26";"E";"-0.18051832"
"2015-05-26";"K";"0.08722"
"2015-05-26";"P";"0.14449"
"2015-05-26";"GK";"0.27449"
"2015-05-26";"IKH";"0.63158"
"2015-05-26";"AAA";"0.18822"
"2015-05-26";"AA";"0.14127"
"2015-05-26";"A";"0.54141"
"2015-05-27";"1J";"-0.8308787"
"2015-05-27";"2J";"-0.80406098"
"2015-05-27";"3J";"-0.72717218"
"2015-05-27";"4J";"-0.62501079"
"2015-05-27";"5J";"-0.51314939"
"2015-05-27";"6J";"-0.40104157"
"2015-05-27";"7J";"-0.29412523"
"2015-05-27";"8J";"-0.19524403"
"2015-05-27";"9J";"-0.10560294"
"2015-05-27";"10J0";"-0.02540532"
"2015-05-27";"20J";"0.40444851"
"2015-05-27";"30J";"0.54606668"
"2015-05-27";"10J1";"0.566"
"2015-05-27";"E";"-0.19524403"
"2015-05-27";"K";"0.09774"
"2015-05-27";"P";"0.15379"
"2015-05-27";"GK";"0.28118"
"2015-05-27";"IKH";"0.64544"
"2015-05-27";"AAA";"0.19895"
"2015-05-27";"AA";"0.15532"
"2015-05-27";"A";"0.53849"
"2015-05-28";"1J";"-0.83860182"
"2015-05-28";"2J";"-0.81500095"
"2015-05-28";"3J";"-0.74048606"
"2015-05-28";"4J";"-0.63977702"
"2015-05-28";"5J";"-0.52850449"
"2015-05-28";"6J";"-0.41624404"
"2015-05-28";"7J";"-0.30857695"
"2015-05-28";"8J";"-0.20848795"
"2015-05-28";"9J";"-0.11730896"
"2015-05-28";"10J0";"-0.03535111"
"2015-05-28";"20J";"0.41240988"
"2015-05-28";"30J";"0.56446523"
"2015-05-28";"10J1";"0.58"
"2015-05-28";"E";"-0.20848795"
"2015-05-28";"K";"0.10273"
"2015-05-28";"P";"0.15834"
"2015-05-28";"GK";"0.28005"
"2015-05-28";"IKH";"0.64896"
"2015-05-28";"AAA";"0.20175"
"2015-05-28";"AA";"0.10478"
"2015-05-28";"A";"0.55741"
"2015-05-29";"1J";"-0.83892421"
"2015-05-29";"2J";"-0.81135703"
"2015-05-29";"3J";"-0.73603689"
"2015-05-29";"4J";"-0.63574049"
"2015-05-29";"5J";"-0.52510732"
"2015-05-29";"6J";"-0.41326975"
"2015-05-29";"7J";"-0.30566686"
"2015-05-29";"8J";"-0.20529424"
"2015-05-29";"9J";"-0.11356147"
"2015-05-29";"10J0";"-0.03087655"
"2015-05-29";"20J";"0.42165572"
"2015-05-29";"30J";"0.57130482"
"2015-05-29";"10J1";"0.556"
"2015-05-29";"E";"-0.20529424"
"2015-05-29";"K";"0.10298"
"2015-05-29";"P";"0.16399"
"2015-05-29";"GK";"0.28146"
"2015-05-29";"IKH";"0.65933"
"2015-05-29";"AAA";"0.20886"
"2015-05-29";"AA";"0.16027"
"2015-05-29";"A";"0.55476"
"2015-06-01";"1J";"-0.85118747"
"2015-06-01";"2J";"-0.83686934"
"2015-06-01";"3J";"-0.77042289"
"2015-06-01";"4J";"-0.67544326"
"2015-06-01";"5J";"-0.56739642"
"2015-06-01";"6J";"-0.45616153"
"2015-06-01";"7J";"-0.34780733"
"2015-06-01";"8J";"-0.24583366"
"2015-06-01";"9J";"-0.15203656"
"2015-06-01";"10J0";"-0.06710774"
"2015-06-01";"20J";"0.39710536"
"2015-06-01";"30J";"0.54291196"
"2015-06-01";"10J1";"0.529"
"2015-06-01";"E";"-0.24583366"
"2015-06-01";"K";"0.06913"
"2015-06-01";"P";"0.12424"
"2015-06-01";"GK";"0.25738"
"2015-06-01";"IKH";"0.63543"
"2015-06-01";"AAA";"0.16687"
"2015-06-01";"AA";"0.13309"
"2015-06-01";"A";"0.52958"
"2015-06-02";"1J";"-0.8681423"
"2015-06-02";"2J";"-0.85727021"
"2015-06-02";"3J";"-0.78744336"
"2015-06-02";"4J";"-0.6862118"
"2015-06-02";"5J";"-0.57128074"
"2015-06-02";"6J";"-0.45370476"
"2015-06-02";"7J";"-0.34008442"
"2015-06-02";"8J";"-0.23407673"
"2015-06-02";"9J";"-0.13743018"
"2015-06-02";"10J0";"-0.05068899"
"2015-06-02";"20J";"0.40837535"
"2015-06-02";"30J";"0.5481539"
"2015-06-02";"10J1";"0.648"
"2015-06-02";"E";"-0.23407673"
