"CubeId";"rendoblid"
"PublishingDate";"2017-07-03 14:30"

"Date";"D0";"Value"
"1998-01-01";"1J";
"1998-01-01";"2J";
"1998-01-01";"3J";
"1998-01-01";"4J";
"1998-01-01";"5J";
"1998-01-01";"6J";
"1998-01-01";"7J";
"1998-01-01";"8J";
"1998-01-01";"9J";
"1998-01-01";"10J0";
"1998-01-01";"20J";
"1998-01-01";"30J";
"1998-01-01";"10J1";
"1998-01-01";"E";
"1998-01-01";"K";
"1998-01-01";"P";
"1998-01-01";"GK";
"1998-01-01";"IKH";
"1998-01-01";"AAA";
"1998-01-01";"AA";
"1998-01-01";"A";
"1998-01-02";"1J";
"1998-01-02";"2J";
"1998-01-02";"3J";
"1998-01-02";"4J";
"1998-01-02";"5J";
"1998-01-02";"6J";
"1998-01-02";"7J";
"1998-01-02";"8J";
"1998-01-02";"9J";
"1998-01-02";"10J0";
"1998-01-02";"20J";
"1998-01-02";"30J";
"1998-01-02";"10J1";"5.545"
"1998-01-02";"E";
"1998-01-02";"K";
"1998-01-02";"P";
"1998-01-02";"GK";
"1998-01-02";"IKH";
"1998-01-02";"AAA";
"1998-01-02";"AA";
"1998-01-02";"A";
"1998-01-05";"1J";
"1998-01-05";"2J";
"1998-01-05";"3J";
"1998-01-05";"4J";
"1998-01-05";"5J";
"1998-01-05";"6J";
"1998-01-05";"7J";
"1998-01-05";"8J";
"1998-01-05";"9J";
"1998-01-05";"10J0";
"1998-01-05";"20J";
"1998-01-05";"30J";
"1998-01-05";"10J1";"5.401"
"1998-01-05";"E";
"1998-01-05";"K";
"1998-01-05";"P";"3.462"
"1998-01-05";"GK";
"1998-01-05";"IKH";
"1998-01-05";"AAA";
"1998-01-05";"AA";
"1998-01-05";"A";
"1998-01-06";"1J";"1.652"
"1998-01-06";"2J";"1.869"
"1998-01-06";"3J";"2.108"
"1998-01-06";"4J";"2.34"
"1998-01-06";"5J";"2.555"
"1998-01-06";"6J";"2.75"
"1998-01-06";"7J";"2.925"
"1998-01-06";"8J";"3.084"
"1998-01-06";"9J";"3.227"
"1998-01-06";"10J0";"3.356"
"1998-01-06";"20J";"4.142"
"1998-01-06";"30J";"4.484"
"1998-01-06";"10J1";"5.328"
"1998-01-06";"E";"3.084"
"1998-01-06";"K";
"1998-01-06";"P";
"1998-01-06";"GK";
"1998-01-06";"IKH";
"1998-01-06";"AAA";
"1998-01-06";"AA";
"1998-01-06";"A";
"1998-01-07";"1J";"1.608"
"1998-01-07";"2J";"1.809"
"1998-01-07";"3J";"2.054"
"1998-01-07";"4J";"2.297"
"1998-01-07";"5J";"2.52"
"1998-01-07";"6J";"2.722"
"1998-01-07";"7J";"2.902"
"1998-01-07";"8J";"3.062"
"1998-01-07";"9J";"3.204"
"1998-01-07";"10J0";"3.331"
"1998-01-07";"20J";"4.071"
"1998-01-07";"30J";"4.375"
"1998-01-07";"10J1";"5.286"
"1998-01-07";"E";"3.062"
"1998-01-07";"K";
"1998-01-07";"P";
"1998-01-07";"GK";
"1998-01-07";"IKH";
"1998-01-07";"AAA";
"1998-01-07";"AA";
"1998-01-07";"A";
"1998-01-08";"1J";"1.537"
"1998-01-08";"2J";"1.748"
"1998-01-08";"3J";"2.016"
"1998-01-08";"4J";"2.276"
"1998-01-08";"5J";"2.512"
"1998-01-08";"6J";"2.721"
"1998-01-08";"7J";"2.906"
"1998-01-08";"8J";"3.068"
"1998-01-08";"9J";"3.212"
"1998-01-08";"10J0";"3.339"
"1998-01-08";"20J";"4.057"
"1998-01-08";"30J";"4.342"
"1998-01-08";"10J1";"5.336"
"1998-01-08";"E";"3.068"
"1998-01-08";"K";
"1998-01-08";"P";
"1998-01-08";"GK";
"1998-01-08";"IKH";
"1998-01-08";"AAA";
"1998-01-08";"AA";
"1998-01-08";"A";
"1998-01-09";"1J";"1.524"
"1998-01-09";"2J";"1.724"
"1998-01-09";"3J";"1.98"
"1998-01-09";"4J";"2.232"
"1998-01-09";"5J";"2.463"
"1998-01-09";"6J";"2.67"
"1998-01-09";"7J";"2.855"
"1998-01-09";"8J";"3.018"
"1998-01-09";"9J";"3.163"
"1998-01-09";"10J0";"3.292"
"1998-01-09";"20J";"4.035"
"1998-01-09";"30J";"4.336"
"1998-01-09";"10J1";"5.266"
"1998-01-09";"E";"3.018"
"1998-01-09";"K";
"1998-01-09";"P";
"1998-01-09";"GK";
"1998-01-09";"IKH";
"1998-01-09";"AAA";
"1998-01-09";"AA";
"1998-01-09";"A";
"1998-01-12";"1J";"1.457"
"1998-01-12";"2J";"1.664"
"1998-01-12";"3J";"1.914"
"1998-01-12";"4J";"2.162"
"1998-01-12";"5J";"2.391"
"1998-01-12";"6J";"2.599"
"1998-01-12";"7J";"2.785"
"1998-01-12";"8J";"2.951"
"1998-01-12";"9J";"3.1"
"1998-01-12";"10J0";"3.233"
"1998-01-12";"20J";"4.024"
"1998-01-12";"30J";"4.355"
"1998-01-12";"10J1";"5.193"
"1998-01-12";"E";"2.951"
"1998-01-12";"K";
"1998-01-12";"P";"3.351"
"1998-01-12";"GK";
"1998-01-12";"IKH";
"1998-01-12";"AAA";
"1998-01-12";"AA";
"1998-01-12";"A";
"1998-01-13";"1J";"1.46"
"1998-01-13";"2J";"1.692"
"1998-01-13";"3J";"1.941"
"1998-01-13";"4J";"2.18"
"1998-01-13";"5J";"2.402"
"1998-01-13";"6J";"2.604"
"1998-01-13";"7J";"2.788"
"1998-01-13";"8J";"2.955"
"1998-01-13";"9J";"3.106"
"1998-01-13";"10J0";"3.244"
"1998-01-13";"20J";"4.108"
"1998-01-13";"30J";"4.5"
"1998-01-13";"10J1";"5.21"
"1998-01-13";"E";"2.955"
"1998-01-13";"K";
"1998-01-13";"P";
"1998-01-13";"GK";
"1998-01-13";"IKH";
"1998-01-13";"AAA";
"1998-01-13";"AA";
"1998-01-13";"A";
"1998-01-14";"1J";"1.515"
"1998-01-14";"2J";"1.755"
"1998-01-14";"3J";"1.995"
"1998-01-14";"4J";"2.219"
"1998-01-14";"5J";"2.426"
"1998-01-14";"6J";"2.617"
"1998-01-14";"7J";"2.792"
"1998-01-14";"8J";"2.952"
"1998-01-14";"9J";"3.1"
"1998-01-14";"10J0";"3.236"
"1998-01-14";"20J";"4.133"
"1998-01-14";"30J";"4.573"
"1998-01-14";"10J1";"5.263"
"1998-01-14";"E";"2.952"
"1998-01-14";"K";
"1998-01-14";"P";
"1998-01-14";"GK";
"1998-01-14";"IKH";
"1998-01-14";"AAA";
"1998-01-14";"AA";
"1998-01-14";"A";
"1998-01-15";"1J";"1.457"
"1998-01-15";"2J";"1.699"
"1998-01-15";"3J";"1.943"
"1998-01-15";"4J";"2.174"
"1998-01-15";"5J";"2.386"
"1998-01-15";"6J";"2.581"
"1998-01-15";"7J";"2.759"
"1998-01-15";"8J";"2.922"
"1998-01-15";"9J";"3.071"
"1998-01-15";"10J0";"3.207"
"1998-01-15";"20J";"4.086"
"1998-01-15";"30J";"4.503"
"1998-01-15";"10J1";"5.181"
"1998-01-15";"E";"2.922"
"1998-01-15";"K";
"1998-01-15";"P";
"1998-01-15";"GK";
"1998-01-15";"IKH";
"1998-01-15";"AAA";
"1998-01-15";"AA";
"1998-01-15";"A";
"1998-01-16";"1J";"1.52"
"1998-01-16";"2J";"1.761"
"1998-01-16";"3J";"1.999"
"1998-01-16";"4J";"2.221"
"1998-01-16";"5J";"2.426"
"1998-01-16";"6J";"2.613"
"1998-01-16";"7J";"2.785"
"1998-01-16";"8J";"2.942"
"1998-01-16";"9J";"3.085"
"1998-01-16";"10J0";"3.217"
"1998-01-16";"20J";"4.078"
"1998-01-16";"30J";"4.491"
"1998-01-16";"10J1";"5.241"
"1998-01-16";"E";"2.942"
"1998-01-16";"K";
"1998-01-16";"P";
"1998-01-16";"GK";
"1998-01-16";"IKH";
"1998-01-16";"AAA";
"1998-01-16";"AA";
"1998-01-16";"A";
"1998-01-19";"1J";"1.519"
"1998-01-19";"2J";"1.761"
"1998-01-19";"3J";"1.998"
"1998-01-19";"4J";"2.22"
"1998-01-19";"5J";"2.424"
"1998-01-19";"6J";"2.611"
"1998-01-19";"7J";"2.783"
"1998-01-19";"8J";"2.94"
"1998-01-19";"9J";"3.083"
"1998-01-19";"10J0";"3.215"
"1998-01-19";"20J";"4.074"
"1998-01-19";"30J";"4.488"
"1998-01-19";"10J1";"5.264"
"1998-01-19";"E";"2.94"
"1998-01-19";"K";
"1998-01-19";"P";"3.301"
"1998-01-19";"GK";
"1998-01-19";"IKH";
"1998-01-19";"AAA";
"1998-01-19";"AA";
"1998-01-19";"A";
"1998-01-20";"1J";"1.508"
"1998-01-20";"2J";"1.746"
"1998-01-20";"3J";"1.978"
"1998-01-20";"4J";"2.195"
"1998-01-20";"5J";"2.396"
"1998-01-20";"6J";"2.581"
"1998-01-20";"7J";"2.75"
"1998-01-20";"8J";"2.906"
"1998-01-20";"9J";"3.049"
"1998-01-20";"10J0";"3.181"
"1998-01-20";"20J";"4.049"
"1998-01-20";"30J";"4.474"
"1998-01-20";"10J1";"5.238"
"1998-01-20";"E";"2.906"
"1998-01-20";"K";
"1998-01-20";"P";
"1998-01-20";"GK";
"1998-01-20";"IKH";
"1998-01-20";"AAA";
"1998-01-20";"AA";
"1998-01-20";"A";
"1998-01-21";"1J";"1.468"
"1998-01-21";"2J";"1.719"
"1998-01-21";"3J";"1.958"
"1998-01-21";"4J";"2.179"
"1998-01-21";"5J";"2.382"
"1998-01-21";"6J";"2.569"
"1998-01-21";"7J";"2.74"
"1998-01-21";"8J";"2.897"
"1998-01-21";"9J";"3.041"
"1998-01-21";"10J0";"3.173"
"1998-01-21";"20J";"4.05"
"1998-01-21";"30J";"4.479"
"1998-01-21";"10J1";"5.219"
"1998-01-21";"E";"2.897"
"1998-01-21";"K";
"1998-01-21";"P";
"1998-01-21";"GK";
"1998-01-21";"IKH";
"1998-01-21";"AAA";
"1998-01-21";"AA";
"1998-01-21";"A";
"1998-01-22";"1J";"1.468"
"1998-01-22";"2J";"1.718"
"1998-01-22";"3J";"1.957"
"1998-01-22";"4J";"2.179"
"1998-01-22";"5J";"2.382"
"1998-01-22";"6J";"2.569"
"1998-01-22";"7J";"2.74"
"1998-01-22";"8J";"2.898"
"1998-01-22";"9J";"3.042"
"1998-01-22";"10J0";"3.175"
"1998-01-22";"20J";"4.054"
"1998-01-22";"30J";"4.486"
"1998-01-22";"10J1";"5.295"
"1998-01-22";"E";"2.898"
"1998-01-22";"K";
"1998-01-22";"P";
"1998-01-22";"GK";
"1998-01-22";"IKH";
"1998-01-22";"AAA";
"1998-01-22";"AA";
"1998-01-22";"A";
"1998-01-23";"1J";"1.444"
"1998-01-23";"2J";"1.712"
"1998-01-23";"3J";"1.958"
"1998-01-23";"4J";"2.185"
"1998-01-23";"5J";"2.392"
"1998-01-23";"6J";"2.581"
"1998-01-23";"7J";"2.755"
"1998-01-23";"8J";"2.914"
"1998-01-23";"9J";"3.06"
"1998-01-23";"10J0";"3.195"
"1998-01-23";"20J";"4.081"
"1998-01-23";"30J";"4.515"
"1998-01-23";"10J1";"5.323"
"1998-01-23";"E";"2.914"
"1998-01-23";"K";
"1998-01-23";"P";
"1998-01-23";"GK";
"1998-01-23";"IKH";
"1998-01-23";"AAA";
"1998-01-23";"AA";
"1998-01-23";"A";
"1998-01-26";"1J";"1.417"
"1998-01-26";"2J";"1.678"
"1998-01-26";"3J";"1.933"
"1998-01-26";"4J";"2.17"
"1998-01-26";"5J";"2.386"
"1998-01-26";"6J";"2.584"
"1998-01-26";"7J";"2.763"
"1998-01-26";"8J";"2.927"
"1998-01-26";"9J";"3.076"
"1998-01-26";"10J0";"3.213"
"1998-01-26";"20J";"4.087"
"1998-01-26";"30J";"4.498"
"1998-01-26";"10J1";"5.33"
"1998-01-26";"E";"2.927"
"1998-01-26";"K";
"1998-01-26";"P";"3.26"
"1998-01-26";"GK";
"1998-01-26";"IKH";
"1998-01-26";"AAA";
"1998-01-26";"AA";
"1998-01-26";"A";
"1998-01-27";"1J";"1.412"
"1998-01-27";"2J";"1.658"
"1998-01-27";"3J";"1.903"
"1998-01-27";"4J";"2.132"
"1998-01-27";"5J";"2.342"
"1998-01-27";"6J";"2.535"
"1998-01-27";"7J";"2.712"
"1998-01-27";"8J";"2.873"
"1998-01-27";"9J";"3.021"
"1998-01-27";"10J0";"3.156"
"1998-01-27";"20J";"4.038"
"1998-01-27";"30J";"4.459"
"1998-01-27";"10J1";"5.279"
"1998-01-27";"E";"2.873"
"1998-01-27";"K";
"1998-01-27";"P";
"1998-01-27";"GK";
"1998-01-27";"IKH";
"1998-01-27";"AAA";
"1998-01-27";"AA";
"1998-01-27";"A";
"1998-01-28";"1J";"1.402"
"1998-01-28";"2J";"1.622"
"1998-01-28";"3J";"1.869"
"1998-01-28";"4J";"2.108"
"1998-01-28";"5J";"2.328"
"1998-01-28";"6J";"2.528"
"1998-01-28";"7J";"2.708"
"1998-01-28";"8J";"2.871"
"1998-01-28";"9J";"3.018"
"1998-01-28";"10J0";"3.15"
"1998-01-28";"20J";"3.959"
"1998-01-28";"30J";"4.312"
"1998-01-28";"10J1";"5.264"
"1998-01-28";"E";"2.871"
"1998-01-28";"K";
"1998-01-28";"P";
"1998-01-28";"GK";
"1998-01-28";"IKH";
"1998-01-28";"AAA";
"1998-01-28";"AA";
"1998-01-28";"A";
"1998-01-29";"1J";"1.409"
"1998-01-29";"2J";"1.613"
"1998-01-29";"3J";"1.86"
"1998-01-29";"4J";"2.104"
"1998-01-29";"5J";"2.33"
"1998-01-29";"6J";"2.534"
"1998-01-29";"7J";"2.718"
"1998-01-29";"8J";"2.883"
"1998-01-29";"9J";"3.03"
"1998-01-29";"10J0";"3.163"
"1998-01-29";"20J";"3.956"
"1998-01-29";"30J";"4.292"
"1998-01-29";"10J1";"5.273"
"1998-01-29";"E";"2.883"
"1998-01-29";"K";
"1998-01-29";"P";
"1998-01-29";"GK";
"1998-01-29";"IKH";
"1998-01-29";"AAA";
"1998-01-29";"AA";
"1998-01-29";"A";
"1998-01-30";"1J";"1.407"
"1998-01-30";"2J";"1.583"
"1998-01-30";"3J";"1.809"
"1998-01-30";"4J";"2.039"
"1998-01-30";"5J";"2.256"
"1998-01-30";"6J";"2.455"
"1998-01-30";"7J";"2.636"
"1998-01-30";"8J";"2.801"
"1998-01-30";"9J";"2.949"
"1998-01-30";"10J0";"3.084"
"1998-01-30";"20J";"3.917"
"1998-01-30";"30J";"4.284"
"1998-01-30";"10J1";"5.23"
"1998-01-30";"E";"2.801"
"1998-01-30";"K";
"1998-01-30";"P";"3.173"
"1998-01-30";"GK";
"1998-01-30";"IKH";
"1998-01-30";"AAA";
"1998-01-30";"AA";
"1998-01-30";"A";
"1998-02-02";"1J";"1.386"
"1998-02-02";"2J";"1.621"
"1998-02-02";"3J";"1.851"
"1998-02-02";"4J";"2.068"
"1998-02-02";"5J";"2.269"
"1998-02-02";"6J";"2.456"
"1998-02-02";"7J";"2.628"
"1998-02-02";"8J";"2.787"
"1998-02-02";"9J";"2.933"
"1998-02-02";"10J0";"3.068"
"1998-02-02";"20J";"3.975"
"1998-02-02";"30J";"4.429"
"1998-02-02";"10J1";"5.228"
"1998-02-02";"E";"2.787"
"1998-02-02";"K";
"1998-02-02";"P";"3.162"
"1998-02-02";"GK";
"1998-02-02";"IKH";
"1998-02-02";"AAA";
"1998-02-02";"AA";
"1998-02-02";"A";
"1998-02-03";"1J";"1.406"
"1998-02-03";"2J";"1.642"
"1998-02-03";"3J";"1.868"
"1998-02-03";"4J";"2.082"
"1998-02-03";"5J";"2.282"
"1998-02-03";"6J";"2.467"
"1998-02-03";"7J";"2.637"
"1998-02-03";"8J";"2.794"
"1998-02-03";"9J";"2.939"
"1998-02-03";"10J0";"3.072"
"1998-02-03";"20J";"3.961"
"1998-02-03";"30J";"4.401"
"1998-02-03";"10J1";"5.235"
"1998-02-03";"E";"2.794"
"1998-02-03";"K";
"1998-02-03";"P";
"1998-02-03";"GK";
"1998-02-03";"IKH";
"1998-02-03";"AAA";
"1998-02-03";"AA";
"1998-02-03";"A";
"1998-02-04";"1J";"1.332"
"1998-02-04";"2J";"1.569"
"1998-02-04";"3J";"1.802"
"1998-02-04";"4J";"2.025"
"1998-02-04";"5J";"2.233"
"1998-02-04";"6J";"2.424"
"1998-02-04";"7J";"2.6"
"1998-02-04";"8J";"2.761"
"1998-02-04";"9J";"2.909"
"1998-02-04";"10J0";"3.045"
"1998-02-04";"20J";"3.938"
"1998-02-04";"30J";"4.369"
"1998-02-04";"10J1";"5.209"
"1998-02-04";"E";"2.761"
"1998-02-04";"K";
"1998-02-04";"P";
"1998-02-04";"GK";
"1998-02-04";"IKH";
"1998-02-04";"AAA";
"1998-02-04";"AA";
"1998-02-04";"A";
"1998-02-05";"1J";"1.292"
"1998-02-05";"2J";"1.539"
"1998-02-05";"3J";"1.784"
"1998-02-05";"4J";"2.015"
"1998-02-05";"5J";"2.228"
"1998-02-05";"6J";"2.424"
"1998-02-05";"7J";"2.603"
"1998-02-05";"8J";"2.767"
"1998-02-05";"9J";"2.917"
"1998-02-05";"10J0";"3.056"
"1998-02-05";"20J";"3.962"
"1998-02-05";"30J";"4.401"
"1998-02-05";"10J1";"5.321"
"1998-02-05";"E";"2.767"
"1998-02-05";"K";
"1998-02-05";"P";
"1998-02-05";"GK";
"1998-02-05";"IKH";
"1998-02-05";"AAA";
"1998-02-05";"AA";
"1998-02-05";"A";
"1998-02-06";"1J";"1.269"
"1998-02-06";"2J";"1.531"
"1998-02-06";"3J";"1.783"
"1998-02-06";"4J";"2.018"
"1998-02-06";"5J";"2.235"
"1998-02-06";"6J";"2.433"
"1998-02-06";"7J";"2.615"
"1998-02-06";"8J";"2.782"
"1998-02-06";"9J";"2.936"
"1998-02-06";"10J0";"3.076"
"1998-02-06";"20J";"4.003"
"1998-02-06";"30J";"4.453"
"1998-02-06";"10J1";"5.247"
"1998-02-06";"E";"2.782"
"1998-02-06";"K";
"1998-02-06";"P";
"1998-02-06";"GK";
"1998-02-06";"IKH";
"1998-02-06";"AAA";
"1998-02-06";"AA";
"1998-02-06";"A";
"1998-02-09";"1J";
"1998-02-09";"2J";
"1998-02-09";"3J";
"1998-02-09";"4J";
"1998-02-09";"5J";
"1998-02-09";"6J";
"1998-02-09";"7J";
"1998-02-09";"8J";
"1998-02-09";"9J";
"1998-02-09";"10J0";
"1998-02-09";"20J";
"1998-02-09";"30J";
"1998-02-09";"10J1";"5.247"
"1998-02-09";"E";
"1998-02-09";"K";
"1998-02-09";"P";"3.11"
"1998-02-09";"GK";
"1998-02-09";"IKH";
"1998-02-09";"AAA";
"1998-02-09";"AA";
"1998-02-09";"A";
"1998-02-10";"1J";"1.287"
"1998-02-10";"2J";"1.523"
"1998-02-10";"3J";"1.762"
"1998-02-10";"4J";"1.988"
"1998-02-10";"5J";"2.199"
"1998-02-10";"6J";"2.393"
"1998-02-10";"7J";"2.573"
"1998-02-10";"8J";"2.738"
"1998-02-10";"9J";"2.891"
"1998-02-10";"10J0";"3.032"
"1998-02-10";"20J";"3.979"
"1998-02-10";"30J";"4.454"
"1998-02-10";"10J1";"5.261"
"1998-02-10";"E";"2.738"
"1998-02-10";"K";
"1998-02-10";"P";
"1998-02-10";"GK";
"1998-02-10";"IKH";
"1998-02-10";"AAA";
"1998-02-10";"AA";
"1998-02-10";"A";
"1998-02-11";"1J";"1.287"
"1998-02-11";"2J";"1.519"
"1998-02-11";"3J";"1.746"
"1998-02-11";"4J";"1.964"
"1998-02-11";"5J";"2.168"
"1998-02-11";"6J";"2.359"
"1998-02-11";"7J";"2.536"
"1998-02-11";"8J";"2.701"
"1998-02-11";"9J";"2.855"
"1998-02-11";"10J0";"2.998"
"1998-02-11";"20J";"3.991"
"1998-02-11";"30J";"4.515"
"1998-02-11";"10J1";"5.194"
"1998-02-11";"E";"2.701"
"1998-02-11";"K";
"1998-02-11";"P";
"1998-02-11";"GK";
"1998-02-11";"IKH";
"1998-02-11";"AAA";
"1998-02-11";"AA";
"1998-02-11";"A";
"1998-02-12";"1J";"1.288"
"1998-02-12";"2J";"1.487"
"1998-02-12";"3J";"1.707"
"1998-02-12";"4J";"1.923"
"1998-02-12";"5J";"2.128"
"1998-02-12";"6J";"2.32"
"1998-02-12";"7J";"2.499"
"1998-02-12";"8J";"2.665"
"1998-02-12";"9J";"2.82"
"1998-02-12";"10J0";"2.963"
"1998-02-12";"20J";"3.954"
"1998-02-12";"30J";"4.47"
"1998-02-12";"10J1";"5.146"
"1998-02-12";"E";"2.665"
"1998-02-12";"K";
"1998-02-12";"P";
"1998-02-12";"GK";
"1998-02-12";"IKH";
"1998-02-12";"AAA";
"1998-02-12";"AA";
"1998-02-12";"A";
"1998-02-13";"1J";"1.128"
"1998-02-13";"2J";"1.379"
"1998-02-13";"3J";"1.628"
"1998-02-13";"4J";"1.862"
"1998-02-13";"5J";"2.079"
"1998-02-13";"6J";"2.279"
"1998-02-13";"7J";"2.464"
"1998-02-13";"8J";"2.635"
"1998-02-13";"9J";"2.792"
"1998-02-13";"10J0";"2.938"
"1998-02-13";"20J";"3.926"
"1998-02-13";"30J";"4.429"
"1998-02-13";"10J1";"5.115"
"1998-02-13";"E";"2.635"
"1998-02-13";"K";
"1998-02-13";"P";
"1998-02-13";"GK";
"1998-02-13";"IKH";
"1998-02-13";"AAA";
"1998-02-13";"AA";
"1998-02-13";"A";
"1998-02-16";"1J";"1.096"
"1998-02-16";"2J";"1.333"
"1998-02-16";"3J";"1.565"
"1998-02-16";"4J";"1.786"
"1998-02-16";"5J";"1.994"
"1998-02-16";"6J";"2.189"
"1998-02-16";"7J";"2.372"
"1998-02-16";"8J";"2.542"
"1998-02-16";"9J";"2.702"
"1998-02-16";"10J0";"2.851"
"1998-02-16";"20J";"3.917"
"1998-02-16";"30J";"4.505"
"1998-02-16";"10J1";"5.104"
"1998-02-16";"E";"2.542"
"1998-02-16";"K";
"1998-02-16";"P";"3.051"
"1998-02-16";"GK";
"1998-02-16";"IKH";
"1998-02-16";"AAA";
"1998-02-16";"AA";
"1998-02-16";"A";
"1998-02-17";"1J";"1.043"
"1998-02-17";"2J";"1.255"
"1998-02-17";"3J";"1.485"
"1998-02-17";"4J";"1.709"
"1998-02-17";"5J";"1.92"
"1998-02-17";"6J";"2.119"
"1998-02-17";"7J";"2.305"
"1998-02-17";"8J";"2.479"
"1998-02-17";"9J";"2.642"
"1998-02-17";"10J0";"2.794"
"1998-02-17";"20J";"3.876"
"1998-02-17";"30J";"4.469"
"1998-02-17";"10J1";"5.041"
"1998-02-17";"E";"2.479"
"1998-02-17";"K";
"1998-02-17";"P";
"1998-02-17";"GK";
"1998-02-17";"IKH";
"1998-02-17";"AAA";
"1998-02-17";"AA";
"1998-02-17";"A";
"1998-02-18";"1J";"1.101"
"1998-02-18";"2J";"1.309"
"1998-02-18";"3J";"1.537"
"1998-02-18";"4J";"1.761"
"1998-02-18";"5J";"1.973"
"1998-02-18";"6J";"2.172"
"1998-02-18";"7J";"2.358"
"1998-02-18";"8J";"2.53"
"1998-02-18";"9J";"2.69"
"1998-02-18";"10J0";"2.84"
"1998-02-18";"20J";"3.875"
"1998-02-18";"30J";"4.419"
"1998-02-18";"10J1";"5.074"
"1998-02-18";"E";"2.53"
"1998-02-18";"K";
"1998-02-18";"P";
"1998-02-18";"GK";
"1998-02-18";"IKH";
"1998-02-18";"AAA";
"1998-02-18";"AA";
"1998-02-18";"A";
"1998-02-19";"1J";"1.106"
"1998-02-19";"2J";"1.307"
"1998-02-19";"3J";"1.539"
"1998-02-19";"4J";"1.773"
"1998-02-19";"5J";"1.996"
"1998-02-19";"6J";"2.205"
"1998-02-19";"7J";"2.399"
"1998-02-19";"8J";"2.579"
"1998-02-19";"9J";"2.746"
"1998-02-19";"10J0";"2.901"
"1998-02-19";"20J";"3.949"
"1998-02-19";"30J";"4.481"
"1998-02-19";"10J1";"5.097"
"1998-02-19";"E";"2.579"
"1998-02-19";"K";
"1998-02-19";"P";
"1998-02-19";"GK";
"1998-02-19";"IKH";
"1998-02-19";"AAA";
"1998-02-19";"AA";
"1998-02-19";"A";
"1998-02-20";"1J";"1.092"
"1998-02-20";"2J";"1.328"
"1998-02-20";"3J";"1.57"
"1998-02-20";"4J";"1.804"
"1998-02-20";"5J";"2.023"
"1998-02-20";"6J";"2.228"
"1998-02-20";"7J";"2.418"
"1998-02-20";"8J";"2.594"
"1998-02-20";"9J";"2.757"
"1998-02-20";"10J0";"2.908"
"1998-02-20";"20J";"3.939"
"1998-02-20";"30J";"4.467"
"1998-02-20";"10J1";"5.104"
"1998-02-20";"E";"2.594"
"1998-02-20";"K";
"1998-02-20";"P";
"1998-02-20";"GK";
"1998-02-20";"IKH";
"1998-02-20";"AAA";
"1998-02-20";"AA";
"1998-02-20";"A";
"1998-02-23";"1J";"1.099"
"1998-02-23";"2J";"1.322"
"1998-02-23";"3J";"1.549"
"1998-02-23";"4J";"1.773"
"1998-02-23";"5J";"1.986"
"1998-02-23";"6J";"2.186"
"1998-02-23";"7J";"2.372"
"1998-02-23";"8J";"2.546"
"1998-02-23";"9J";"2.709"
"1998-02-23";"10J0";"2.86"
"1998-02-23";"20J";"3.913"
"1998-02-23";"30J";"4.472"
"1998-02-23";"10J1";"5.074"
"1998-02-23";"E";"2.546"
"1998-02-23";"K";
"1998-02-23";"P";"2.988"
"1998-02-23";"GK";
"1998-02-23";"IKH";
"1998-02-23";"AAA";
"1998-02-23";"AA";
"1998-02-23";"A";
"1998-02-24";"1J";"1.11"
"1998-02-24";"2J";"1.33"
"1998-02-24";"3J";"1.568"
"1998-02-24";"4J";"1.799"
"1998-02-24";"5J";"2.018"
"1998-02-24";"6J";"2.221"
"1998-02-24";"7J";"2.411"
"1998-02-24";"8J";"2.586"
"1998-02-24";"9J";"2.749"
"1998-02-24";"10J0";"2.9"
"1998-02-24";"20J";"3.935"
"1998-02-24";"30J";"4.468"
"1998-02-24";"10J1";"5.087"
"1998-02-24";"E";"2.586"
"1998-02-24";"K";
"1998-02-24";"P";
"1998-02-24";"GK";
"1998-02-24";"IKH";
"1998-02-24";"AAA";
"1998-02-24";"AA";
"1998-02-24";"A";
"1998-02-25";"1J";"1.116"
"1998-02-25";"2J";"1.347"
"1998-02-25";"3J";"1.593"
"1998-02-25";"4J";"1.83"
"1998-02-25";"5J";"2.053"
"1998-02-25";"6J";"2.259"
"1998-02-25";"7J";"2.45"
"1998-02-25";"8J";"2.627"
"1998-02-25";"9J";"2.79"
"1998-02-25";"10J0";"2.94"
"1998-02-25";"20J";"3.953"
"1998-02-25";"30J";"4.463"
"1998-02-25";"10J1";"5.128"
"1998-02-25";"E";"2.627"
"1998-02-25";"K";
"1998-02-25";"P";
"1998-02-25";"GK";
"1998-02-25";"IKH";
"1998-02-25";"AAA";
"1998-02-25";"AA";
"1998-02-25";"A";
"1998-02-26";"1J";"1.113"
"1998-02-26";"2J";"1.363"
"1998-02-26";"3J";"1.603"
"1998-02-26";"4J";"1.83"
"1998-02-26";"5J";"2.043"
"1998-02-26";"6J";"2.241"
"1998-02-26";"7J";"2.425"
"1998-02-26";"8J";"2.595"
"1998-02-26";"9J";"2.754"
"1998-02-26";"10J0";"2.902"
"1998-02-26";"20J";"3.927"
"1998-02-26";"30J";"4.469"
"1998-02-26";"10J1";"5.081"
"1998-02-26";"E";"2.595"
"1998-02-26";"K";
"1998-02-26";"P";
"1998-02-26";"GK";
"1998-02-26";"IKH";
"1998-02-26";"AAA";
"1998-02-26";"AA";
"1998-02-26";"A";
"1998-02-27";"1J";"1.128"
"1998-02-27";"2J";"1.369"
"1998-02-27";"3J";"1.619"
"1998-02-27";"4J";"1.86"
"1998-02-27";"5J";"2.084"
"1998-02-27";"6J";"2.291"
